run,apogee_m,impact_x_m,impact_y_m,wind_scale,thrust_scale,dry_mass_scale,aero_scale,sensor_bias_scale,thrust_misalignment_deg,cg_offset_m,impact_valid
0,136.541,-335.703,343.621,1.15258,0.992899,0.984655,1.00628,1.00486,0.246613,-0.023934,1
1,650.563,1735,-1546.12,1.00094,0.987614,1.00138,1.02921,1.24504,-0.0833747,-0.0141602,1
2,1668.23,4408.48,-3230.05,1.30151,0.954495,1.00721,1.02483,1.26442,0.0643437,0.00661944,1
3,681.361,-1562.45,1763.23,1.20812,0.963716,0.99615,1.04575,0.971638,0.179256,-0.00620665,1
4,59339.8,167978,-89692.4,0.804658,1.01513,1.0174,1.01784,1.04582,-0.00742495,-0.00309882,1
5,898.628,-2069.42,2425.35,1.115,1.00897,1.01448,1.00086,0.963469,-0.0611881,0.0139284,1
6,1477.2,3875.26,-2951.26,0.931595,0.985336,0.99596,1.01704,0.968927,-0.218384,-0.00234971,1
7,1390.85,4272.51,-3294.9,0.525986,0.993719,0.993067,1.00609,0.92552,-0.115603,-0.00476912,1
8,3610.88,-4884.71,9831.26,0.802148,1.02476,0.991226,0.975985,1.07412,0.0424889,-0.00501766,1
9,540.397,-1269.47,1395.08,0.833305,0.980018,1.00895,0.962927,0.758054,0.109443,-0.0128454,1
10,1442.06,-3169.87,4152.47,0.907483,1.01155,1.00545,1.02014,0.780458,-0.0480475,0.0110757,1
11,3796.85,-4457.93,8311.7,1.12501,1.00229,1.00255,0.996076,0.768567,0.0262035,-0.00724693,1
12,2002.25,6193.53,-4384.75,1.07088,0.996032,1.00007,1.03952,1.00289,0.121487,0.00302493,1
13,1823.97,-4010.96,5524.48,0.778689,1.04963,1.0029,1.00139,1.12407,0.0333768,-0.0130425,1
14,948.822,-2064.4,2447.15,1.0295,0.99009,0.995295,0.985274,0.929607,0.135314,-0.00604536,1
15,200.867,521.842,-504.047,1.0382,0.974115,0.99225,0.990215,0.748689,0.312474,0.0121506,1
16,1227.21,3493.06,-2778.59,0.918869,1.01429,1.01388,1.02816,0.816364,-0.20553,-0.0030453,1
17,395.522,-948.164,1015.05,0.863183,1.01386,1.00632,1.0025,1.03227,0.131057,-0.0152853,1
18,3287.84,-5643.7,10356.1,0.9108,0.993092,0.999341,1.00458,1.03829,0.0279415,-0.00833159,1
19,426.938,-1033.32,1112.71,1.43019,1.00372,1.01244,1.02093,0.724235,-0.195667,0.00918156,1
20,3527.37,8858.01,-4766.48,0.769761,0.988891,1.00102,0.980047,0.827374,-0.0777046,-0.00255593,1
21,2230.48,7930.22,-5127.55,1.37881,1.01458,0.996992,0.97094,0.776302,0.211822,0.00158218,1
22,3129,-4730.3,8840.22,1.24943,0.95255,0.980463,1.01609,1.03498,0.0149759,-0.0154849,1
23,821.29,-1881.08,2176.69,0.900109,1.02513,0.993749,0.977047,0.837241,-0.119874,0.00812364,1
24,30933.7,-47489.7,109839,0.881012,1.01101,1.00611,0.965469,1.28344,-0.0265026,0.00140144,1
25,1271.03,-2718.87,3444.97,0.947307,1.02323,1.0073,1.00621,1.15323,0.229485,-0.00269664,1
26,331.528,-806.851,854.692,1.06892,0.979506,0.999388,1.00728,1.29414,-0.133441,0.0172768,1
27,8765.09,31681.9,-11393.4,0.695278,1.01192,1.02033,0.984489,1.12539,-0.234765,-0.000268608,1
28,687.423,1825.93,-1614.54,1.33947,0.994693,0.982095,1.01091,1.07093,-0.258848,-0.00449429,1
29,2459.84,-3768.92,5775.15,0.972754,0.987579,1.00666,1.00138,0.760122,0.0839362,-0.00354335,1
30,42598,-59758.7,126363,0.943839,1.00679,1.00519,0.985413,1.0626,-0.185318,0.000174354,1
31,4167.49,12124.7,-6395.93,0.793367,1.0191,0.984286,1.01024,1.06337,-0.0137155,-0.0124123,1
32,1585.73,-3187.81,4174.34,1.23982,1.00251,1.00378,0.982491,0.858477,-0.0492922,0.00973114,1
33,498.172,1325.24,-1214.12,0.787356,0.992297,1.00436,1.006,0.795983,0.180812,0.00847798,1
34,136.529,-344.719,352.837,0.806619,1.00012,1.00281,0.995973,1.03948,-0.427328,0.0132144,1
35,117.246,293.825,-288.15,0.836847,0.975217,1.01754,1.00348,0.630826,-0.308931,-0.0209156,1
36,912.397,2481.48,-2105.51,1.08142,0.97522,0.993622,1.01224,0.850494,0.211481,0.00389038,1
37,646.972,-1510.38,1693.95,0.835662,0.96186,0.997376,1.00049,0.989399,-0.0864646,0.0133752,1
38,671.9,1809.04,-1607.6,1.46428,1.01889,1.01045,0.979647,0.931098,0.0872956,0.0132732,1
39,2229.94,6008.2,-3950.36,0.7045,0.97873,1.01892,0.969252,1.30591,0.294707,0.00106398,1
40,1658.62,-3470.43,4607.11,0.935563,1.01417,0.993376,1.06311,1.27047,-0.19596,0.00237277,1
41,5605.78,15169.7,-5129.84,1.31347,0.990141,1.00668,0.999287,1.42399,0.0229148,0.00447998,1
42,9567.81,41939.7,-13167.4,1.0288,1.00362,1.00522,1.01235,0.999443,-0.00971045,-0.00590276,1
43,643.785,1729.13,-1541.98,0.997079,1.01468,0.99226,1.00066,1.23991,0.0952804,0.0129485,1
44,1684.91,-3772.71,5149.23,1.22237,0.991928,0.999406,0.960817,1.3053,0.0396197,-0.0113598,1
45,307.296,801.905,-760.521,0.705536,0.973672,1.00847,1.00848,1.23989,0.167836,0.0145007,1
46,583.783,1569.94,-1414.53,1.0823,0.98785,0.990351,0.919558,1.09803,0.174758,0.00759059,1
47,841.424,-1894.78,2199.9,1.1377,1.00945,1.01138,1.00866,0.736717,0.0680466,-0.0135217,1
48,91145.1,-51474.2,134212,0.981431,1.02488,0.986417,0.99417,1.30384,-0.0567931,0.000327225,1
49,10009.1,-11079.4,32137.6,1.07176,1.03804,1.00716,0.947867,0.788542,-0.00866742,0.00695009,1
50,635.115,-1486.7,1662.65,0.85839,0.986804,1.00685,0.980257,0.753933,-0.0787484,0.0151956,1
51,2087.58,7247.88,-4881.67,1.30377,0.981948,0.991508,0.981949,0.864895,-0.0553747,-0.00639771,1
52,1646.08,-3702.63,4991.1,1.02609,0.989735,1.00725,1.03201,0.968023,0.02691,-0.0168493,1
53,1143.9,3092.91,-2509.24,1.12329,1.02451,0.98703,1.05876,1.00173,0.262994,0.0026227,1
54,10692.8,-12523.4,38905.3,0.937461,1.00073,0.996488,0.969358,1.16083,-0.0523597,0.00108984,1
55,305.672,790.016,-749.388,1.04403,1.0051,0.996849,1.01279,1.17966,-0.1137,-0.0228805,1
56,1547.7,-2943.21,3880.72,0.903016,1.01102,1.00328,0.988494,0.975038,-0.131884,0.00375116,1
57,1238.82,3444.45,-2779.2,1.04984,0.980793,1.01151,1.04411,1.25326,0.0800663,0.00739177,1
58,381.557,1007.9,-943.179,0.979906,1.01131,1.00212,1.00293,0.688961,0.217674,0.00942175,1
59,5871.05,22387.9,-8602.35,1.10807,0.994157,0.987441,0.976119,1.41618,0.0283428,0.00487358,1
60,5304.02,-8190.87,18707.4,1.05647,1.00993,1.00172,1.01808,1.22617,0.0726352,-0.00198948,1
61,2411.31,6859.67,-4286.46,0.848405,1.02231,1.00307,0.984881,0.962519,0.329005,0.000929314,1
62,1164.78,3196.21,-2568.08,0.863294,0.977643,1.00409,1.00591,1.10652,0.0859694,0.00739612,1
63,870.777,-1956.43,2292.46,1.01998,1.01253,0.981835,1.03322,1.18988,0.282051,-0.00331158,1
64,301.095,788.567,-748.25,1.11591,0.985211,0.995884,0.965967,1.09647,0.255324,0.00999564,1
65,2430.68,-3790.62,5732.06,1.09391,0.997279,1.03006,0.992492,1.18335,-0.0246511,0.0119424,1
66,285.308,-691.8,726.857,0.661654,0.980176,0.993676,0.954791,0.90116,0.133792,-0.0204435,1
67,194.622,504.709,-488.151,1.35964,0.995109,1.00276,1.05251,0.963151,0.269947,0.0146603,1
68,354.072,-864.388,919.445,0.951807,1.00689,0.991534,1.0019,0.480524,-0.172761,0.0129729,1
69,95348.6,-22948.3,98768.5,1.02599,0.989387,0.995542,1.04195,0.788312,0.00304367,-0.00464063,1
70,858.337,2317.06,-1986.5,0.774708,1.01825,1.00721,0.98684,1.1857,-0.0804563,-0.0113365,1
71,2669.86,-4518.81,6906.45,0.744393,1.00895,1.01503,1.01303,1.17882,-0.0311013,0.00881014,1
72,2060.41,-4432.31,6347.13,0.907817,0.991305,1.00235,1.03245,1.04113,-0.0494366,0.00728073,1
73,848.371,2340.42,-2009.65,1.05045,0.979049,0.991491,1.03257,1.2517,0.16398,0.00545379,1
74,670.407,1785.02,-1584.43,0.910036,1.00759,0.99117,1.01834,0.967143,-0.146729,-0.00810153,1
75,4796.01,19343.4,-8617.93,1.0265,1.00349,1.00117,0.987642,0.832479,0.0165213,0.00900642,1
76,323.486,-790.663,836.694,1.00215,0.983855,0.990096,0.991545,0.910536,-0.165033,0.0145556,1
77,10208.7,-12161.1,35991.9,1.13873,0.975226,1.00188,1.0436,0.964544,-0.036531,0.00160237,1
78,357.83,-873.636,928.845,0.513913,1.00391,1.02331,1.01225,0.881208,-0.240348,0.00878695,1
79,548.033,1462.74,-1328.89,0.914742,1.01829,1.00606,0.991362,0.847999,0.13379,0.0106849,1
80,105806,117964,-60362.1,1.07855,1.00414,1.00591,0.931306,1.13695,0.0688863,0.000120856,1
81,1088.48,-2318.34,2809.08,0.957705,0.986195,0.996763,0.981195,0.879572,0.0770751,-0.00914707,1
82,922.186,2513.41,-2119.43,0.786493,0.98774,0.986569,1.02392,0.871025,0.0636567,0.0131673,1
83,834.045,2254.7,-1940.03,0.786806,0.991225,0.993072,1.01733,0.883101,0.0426132,0.0217161,1
84,56387.5,167167,-87510.9,1.15814,0.996735,0.989626,1.03898,1.2227,0.0838651,0.000288024,1
85,718.376,-1675.35,1905.76,0.992209,1.00632,0.982887,1.02522,1.53514,-0.263308,0.00419231,1
86,6180.51,-7936.81,20077.6,1.01195,0.998241,0.995877,1.00476,0.59187,0.0313364,-0.00435699,1
87,6649.6,16652.8,-6441,1.18079,1.00508,1.00513,0.945402,0.999994,0.127843,0.000670975,1
88,276.128,-670.786,703.053,1.15815,1.01919,1.0114,1.01107,1.56295,0.157561,-0.0182437,1
89,4260.83,-5220.33,10039.6,1.16065,1.03203,0.979922,0.979875,0.633551,-0.0115183,0.0151892,1
90,1263.46,3487.03,-2794.09,1.24951,0.975254,0.993033,1.01075,0.998443,-0.0894118,-0.00667038,1
91,5961.82,-3524.65,12778.1,0.99246,0.97273,0.980602,0.975101,0.760273,-0.00764067,0.0139744,1
92,573.646,1531.64,-1383.65,0.800494,1.0247,0.994189,1.03048,1.2234,0.1053,0.0132571,1
93,12115.2,57489.7,-16376.2,0.928003,1.01766,1.00169,1.00116,0.84534,0.00757557,0.00669405,1
94,2584.9,-4282.12,6509.7,0.670439,0.995866,1.00664,1.01708,0.611769,-0.153941,0.001828,1
95,4115.66,12060.8,-6443.09,0.881276,1.00879,0.993977,1.00198,0.919968,-0.153244,-0.0011149,1
96,1656.04,-3723.61,5017.22,1.34597,0.993541,1.00686,0.994026,1.05134,0.0516764,-0.00878482,1
97,1102.2,3069.53,-2497.28,0.920712,0.960158,1.01175,1.0388,1.39394,-0.0563575,-0.0116431,1
98,445.917,1181.97,-1093.2,1.04626,0.995993,1.00407,0.914565,0.904361,0.155814,0.0110799,1
99,7461.99,-6124.07,15720.3,0.813808,0.996188,1.01209,0.985678,0.972351,0.0389843,-0.00206317,1
100,7400.55,-5511.53,14883.4,1.14369,1.02249,1.00902,1.06151,1.36542,0.0830173,-0.000981711,1
101,2466.71,-3742.33,5798.28,1.18743,0.997983,1.01011,0.978433,0.976966,0.0453889,-0.00657781,1
102,847.438,-1924.72,2240.88,1.13843,1.01135,1.00144,0.993165,0.812296,-0.156457,0.00587674,1
103,527.221,1405.7,-1280.99,0.907532,0.996455,1.00086,0.99996,0.635689,0.134262,0.0109023,1
104,10414.2,-11639.9,34865.2,0.976684,1.04607,0.998455,0.987969,0.895898,0.00577073,-0.0100824,1
105,1680.02,-3832.73,5191.08,0.93143,1.01153,1.0098,1.02025,1.02227,-0.391237,0.00113787,1
106,1797.09,-3219.91,4494.2,0.866577,0.994591,1.01328,0.982902,0.915746,-0.125817,0.00326644,1
107,3304.44,-4189.59,7832.77,1.11278,0.979355,1.01404,1.02901,1.36113,-0.138568,0.00153477,1
108,716.512,-1641.16,1861.72,1.00302,0.993552,1.00402,1.04921,1.08899,0.21499,-0.00503176,1
109,1122.35,-2389.73,2900.03,0.768916,1.00732,1.01182,1.05267,0.921244,0.163254,-0.00419711,1
110,405.145,-975.807,1046.51,0.825615,1.05136,1.00618,1.02577,1.03296,0.110521,-0.0183157,1
111,1542.34,4503.07,-3336.55,1.04922,1.02875,0.989265,1.0228,1.16728,-0.0678181,-0.00757673,1
112,932.043,2612.44,-2211.24,0.974162,1.02269,1.01018,0.966164,0.617176,-0.0402304,-0.0208248,1
113,381.682,-915.635,977.612,1.06969,0.999582,1.01635,1.03034,0.822574,0.141525,-0.0142679,1
114,148.6,374.324,-365.028,1.04473,1.00713,0.9957,1.01437,1.16572,-0.345038,-0.0157613,1
115,552.497,-1310.24,1443.48,1.13255,0.997825,1.00456,1.0262,0.465721,-0.0906728,0.0154035,1
116,208.145,-523.97,542.929,1.01717,0.970682,1.01819,0.95145,0.922465,-0.48673,0.00718715,1
117,286.698,-706.075,742.016,0.960831,0.997405,0.998081,0.928532,0.991766,-0.182262,0.0149294,1
118,1572.89,-2974.54,3925.69,1.02681,1.0083,0.999302,0.979075,1.25999,0.0740029,-0.00664781,1
119,92594.3,156677,-83348.9,1.16683,1.00136,0.984776,1.00738,1.1269,-0.00209218,-0.00635456,1
120,1633.35,5050.35,-3778.31,0.98513,0.994915,0.995667,0.985672,1.26577,-0.0565356,-0.00820706,1
121,1409.25,-3128.81,4000.04,0.754761,1.01438,1.00125,1.04154,0.709134,0.198084,-0.00279905,1
122,1391.93,3670.71,-2861.98,1.432,0.965432,1.01537,0.998033,0.571491,-0.0842156,-0.00614035,1
123,36886.7,143682,-67816.8,0.77822,1.02059,1.0027,0.978521,0.965431,0.00299065,0.0106694,1
124,760.422,2092.44,-1828.25,0.9172,1.03101,1.00905,0.924648,1.24591,0.399349,0.00256261,1
125,13971.9,66032,-19303.8,0.931591,0.969069,1.02075,0.95811,0.627835,0.00794716,0.00608673,1
126,579.491,-1356.23,1501.24,1.0369,0.986276,1.00619,1.03086,1.23948,0.0937567,-0.0140948,1
127,157.25,-384.86,395.273,0.598936,0.999639,0.994715,0.951226,1.31787,0.30727,-0.0166065,1
128,184.923,470.513,-455.893,0.890783,0.992759,0.997109,1.0046,0.934433,-0.20254,-0.0210864,1
129,652.262,1726.11,-1539.43,0.755228,1.02065,1.00643,1.02222,1.08436,-0.22837,-0.00533109,1
130,1000.63,-2214.35,2642.56,0.845206,0.99511,0.983621,1.03924,0.91105,0.0737795,-0.0106795,1
131,1266.66,-2773.8,3523.06,1.04224,1.01578,0.988008,1.01683,0.678003,0.050017,-0.0125492,1
132,51668.7,-63180.8,133307,1.00692,1.00499,1.00025,0.971975,0.827532,0.15138,-0.000195437,1
133,316.465,813.785,-770.567,0.919583,0.993178,1.0013,1.00099,1.23983,-0.252153,-0.00983818,1
134,5685.78,-8040.94,19141.6,1.03197,0.97748,1.01204,0.947434,0.697026,-0.229527,0.000613563,1
135,1486.93,-2860.49,3743.34,0.974721,0.988649,0.998176,0.959739,1.22061,-0.163424,0.00310438,1
136,1363.33,-3078.95,3955.49,1.02803,0.993694,1.01696,0.970706,0.952814,-0.0465646,0.0117332,1
137,64235,-67676.6,143527,1.08559,1.02106,0.989493,1.00418,0.948541,-0.0721196,0.000360404,1
138,5073.33,20372.6,-8768.34,1.02108,1.01221,1.00239,1.01567,1.51692,-0.0640699,-0.00226122,1
139,79443,180280,-97961.1,0.847741,1.02404,0.996756,0.94365,0.775584,0.0152507,0.00119582,1
140,265.924,-656.287,686.87,0.558394,1.00184,1.01172,0.998836,1.13951,-0.211897,0.0136339,1
141,117709,15368.6,45152.7,0.698213,1.0061,0.992181,0.96137,1.2292,-0.0763136,6.6499e-05,1
142,2080.84,6226.31,-4374.29,1.02735,1.0153,1.00108,1.01323,1.04177,-0.118253,-0.00307963,1
143,3053.93,11166.7,-6259.45,1.11136,0.984168,1.00814,1.00258,0.73659,-0.151425,-0.00158575,1
144,680.822,-1580.97,1785.66,0.773567,0.95862,0.98835,1.01049,0.970891,-0.0967608,0.0114437,1
145,5076.92,20513.5,-8795.15,1.13673,1.03958,0.993747,1.03083,1.21832,0.0321583,0.00447482,1
146,18395.2,89768.1,-28373.3,0.479841,1.02104,1.00167,1.00552,0.942186,-0.00449756,-0.00945704,1
147,630.606,1677.78,-1501.01,1.61529,0.987611,1.00496,0.988184,0.802034,-0.105654,-0.0114985,1
148,474.04,1246.32,-1146.13,0.852309,0.983483,0.98837,0.947651,0.827882,-0.103278,-0.0160074,1
149,499.14,1326.15,-1213.91,1.11554,1.00706,0.986358,0.970173,1.17197,0.107566,0.014854,1
150,1579.09,-3339.55,4368.18,1.16345,0.988571,1.00566,1.02821,0.739998,0.0927973,-0.00512158,1
151,29079.2,-44074.1,103054,0.812852,1.01165,1.01279,1.06609,0.756337,0.015686,-0.00238778,1
152,1555.47,4254.26,-3256.95,0.945087,1.00278,1.00795,1.05213,1.113,-0.0288012,-0.016748,1
153,331.14,855.621,-807.878,1.21206,0.99775,0.994447,1.05641,0.901129,-0.170422,-0.0140487,1
154,10288.6,-11556.4,34767.3,1.23882,1.02435,0.995544,0.973849,0.897727,0.041582,-0.00141716,1
155,1214.65,3301.84,-2669.62,0.578641,0.977576,1.0113,0.994186,0.694141,0.091533,0.00658624,1
156,100551,90284.9,-41411.4,1.28131,0.980819,1.01007,1.0356,0.679839,-0.116333,-5.83416e-05,1
157,1223.28,-2794.27,3474.95,1.40885,1.02326,0.99715,1.03542,1.02871,-0.0577206,0.0111636,1
158,2687.22,7323.05,-4711.33,1.1945,1.03124,1.0112,1.00027,1.12559,0.0956661,0.00286244,1
159,131.14,337.865,-330.449,1.25259,1.00629,1.00582,1.03351,1.02961,0.221487,0.0268114,1
160,1990.66,-3876.2,5413,1.4158,0.987926,0.995011,1.02101,0.970831,0.040229,-0.00937805,1
161,562.779,1497.71,-1358.18,0.8838,0.989206,1.02407,0.956421,0.914187,0.10767,0.0122553,1
162,634.941,1692.51,-1513,1.25725,1.00574,0.998824,0.99758,0.835758,-0.0773855,-0.0159994,1
163,478.16,1256.76,-1154.69,1.00567,1.01062,0.982698,1.00534,0.924459,-0.0762455,-0.022228,1
164,21428.6,-29949.3,82338.4,0.858845,0.975001,0.99287,0.972323,0.893985,0.00389837,-0.0110531,1
165,6198.41,14893.8,-5956.12,0.855409,0.96406,1.00345,1.00688,0.885115,0.0579736,0.00157343,1
166,1162.36,3083.2,-2507.48,0.715741,1.02134,0.996858,0.997655,0.506761,-0.279687,-0.00244825,1
167,7205.71,18851.7,-7479.33,0.878938,0.995769,0.983273,1.00083,1.12175,0.0502978,0.00157943,1
168,840.861,-1892.94,2200.92,1.15419,0.969511,0.981578,1.0014,0.964646,0.117154,-0.00786256,1
169,1334.42,4119.89,-3215.13,1.28689,0.984578,0.997759,1.02198,0.863361,0.19402,0.00287676,1
170,7915.36,26009,-10102.7,1.16133,0.951739,0.998402,0.991869,1.22082,0.0820175,0.000850112,1
171,969.812,2623.53,-2202.58,0.879062,1.01197,0.999879,0.966066,1.21793,0.134413,0.0059569,1
172,2667.26,8667.85,-5507.08,0.873979,0.983679,0.998424,0.967469,1.21036,0.0493113,0.00544135,1
173,375.101,974.139,-912.752,0.982393,0.987777,1.00462,0.943426,1.26825,-0.131441,-0.015672,1
174,854.873,-1921.97,2239.39,1.14041,1.01578,1.00489,1.04026,0.797252,0.0896151,-0.0102554,1
175,1021.96,2911.39,-2425.61,1.00981,1.00978,1.0113,1.04131,0.839096,-0.0622123,-0.0120586,1
176,104032,100999,-47452.4,0.957885,0.988601,0.996676,1.01761,1.201,0.00199695,0.0036343,1
177,2744.37,-4778.67,7429.26,1.10003,1.00431,0.999084,0.971062,0.987967,-0.0435006,0.00623205,1
178,5994.1,16833.2,-5364.43,1.07243,1.003,1.00265,1.00629,1.03654,-0.0179164,-0.00604065,1
179,671.976,1794.53,-1591.31,0.988304,1.01805,0.987231,0.968552,0.921499,-0.14366,-0.00839199,1
180,2184.31,7092.85,-4588.18,1.22649,0.985119,0.998381,1.03584,1.17419,-0.0405608,-0.008231,1
181,339.172,890.4,-839.831,0.605287,1.01421,1.00908,0.949988,1.07957,0.15722,0.0146404,1
182,13209.6,-16830.7,53562.1,0.931309,0.971875,1.00851,0.986314,0.821668,0.0126263,-0.0040526,1
183,440.509,-1045.38,1128.69,1.32727,1.00224,0.996797,0.999375,0.928995,0.234325,-0.0077088,1
184,3639.01,9228.78,-5138.28,1.03794,0.973122,0.997805,0.976221,1.31836,-0.175635,-0.00108785,1
185,2624.59,-3926.64,6133.44,0.793059,1.01682,1.00709,1.00774,0.992908,0.21155,-0.00135739,1
186,2528.65,6988.01,-4283.92,0.668811,1.03469,0.995711,1.01933,0.801545,0.0196456,0.0152931,1
187,576.119,1545.16,-1394.33,0.984038,0.989592,0.990121,1.00551,0.82337,0.159867,0.00842005,1
188,5951.05,16560.4,-5420,0.894005,0.989223,1.00192,1.0636,0.750412,-0.170105,-0.000656328,1
189,984.012,-2259.38,2689.99,0.871931,0.987949,1.00189,0.990817,0.720379,-0.060909,0.0126932,1
190,118239,10770.9,-2493.95,1.10661,1.00655,0.997254,1.01479,1.10357,0.000184963,0.00197834,1
191,742.801,1993.83,-1748.18,0.92182,1.03,1.00521,1.01266,1.14609,-0.114872,-0.00934247,1
192,2182.07,-4704.38,6912.02,0.759032,1.01638,1.00972,1.03168,0.682459,0.10088,-0.00343335,1
193,1803,5502.83,-3848.18,0.980118,1.00329,0.984876,1.00233,1.20469,-0.0476533,-0.00896503,1
194,537.804,-1268.86,1392.76,1.09532,1.01173,1.01248,1.02153,0.924493,0.0931318,-0.0155835,1
195,1613.99,-3052.64,4063.76,1.06786,1.01302,0.98505,0.984664,1.05439,-0.0546633,0.00892166,1
196,10269.5,47043.1,-14007.6,1.37948,0.986242,1.00019,0.995142,0.946901,0.00816166,0.00680099,1
197,101305,-18536.6,95878,1.11162,0.990985,0.9845,0.987988,0.940355,-0.0323649,0.000403273,1
198,2030.73,7009.88,-4742.74,0.827618,0.961722,0.985749,1.03203,1.036,-0.116632,-0.00307935,1
199,781.377,-1785.43,2051.62,0.911198,0.988298,0.997859,0.994385,0.866846,0.0748882,-0.0132061,1
200,5685.52,15685,-5036.78,0.84851,0.991638,0.988805,0.972613,0.975556,-0.0150737,-0.00682795,1
201,701.626,-1643.27,1860.73,0.922951,1.01793,0.998545,0.975828,0.986515,-0.265191,0.00422779,1
202,3563.11,8971.43,-4980.45,1.23112,0.984431,1.00826,0.969922,1.07623,0.0685277,0.0028202,1
203,1399.27,-2854.7,3718.75,1.45075,0.985821,1.01133,1.00616,1.25963,-0.0449201,0.0118135,1
204,2660.27,9403.85,-5850.84,1.23162,0.958563,1.00507,0.978105,0.861993,-0.251829,-0.00105211,1
205,118807,14113.5,18265,0.788246,1.01671,1.00399,1.02801,0.671219,-0.00156462,0.00122744,1
206,195.352,498.173,-481.675,0.911608,0.989878,0.983452,0.997388,1.23467,-0.191309,-0.0214521,1
207,3920.64,-5010.77,9108.78,1.39735,0.991099,0.997567,1.00049,0.586948,-0.0485021,0.00376397,1
208,3339.16,-5595.49,10338.3,0.943443,1.00061,1.01054,0.939826,0.932271,0.0298694,-0.00766864,1
209,1012.57,2763.79,-2311.26,0.863286,1.02288,0.99974,1.00178,1.0093,0.101619,0.00762431,1
210,3387.85,-4314.27,8376.62,1.23432,0.987911,0.995443,0.998646,0.943076,-0.0317638,0.00672875,1
211,410.003,-990.969,1065.02,0.886251,0.953442,0.992408,0.961275,1.33874,-0.133179,0.0137111,1
212,985.056,2726.5,-2287.7,1.12632,0.984211,0.986717,0.958119,1.57406,-0.148742,-0.00530424,1
213,499.483,-1185,1292.69,1.52381,1.00671,1.00406,0.959223,1.1242,0.0904523,-0.0174114,1
214,722.001,1962.81,-1726.05,0.846288,0.965086,1.00623,0.957911,1.04696,0.194925,0.00522022,1
215,1191.16,3412.85,-2721.38,1.18634,0.993774,0.997448,1.00428,0.879411,0.140626,0.00452738,1
216,1350.72,4179.18,-3258.05,0.859584,0.992159,1.00009,0.959967,1.24952,0.167237,0.00332518,1
217,1778.82,5565.48,-3927.29,0.888206,1.00382,0.992641,0.978875,1.24487,-0.132502,-0.00325567,1
218,2475.68,7259.12,-4430.55,1.37307,1.0243,0.986562,0.973578,0.816141,0.0167456,0.0184639,1
219,359.322,-876.664,933.6,1.10452,0.988123,0.993256,0.985032,0.736524,-0.210803,0.0102358,1
220,20328.9,97610.9,-32349.8,1.10709,0.999428,0.998865,0.966879,0.949501,0.0027435,0.0150966,1
221,3560.16,-4164.58,8122.61,0.806643,0.999376,0.996299,0.990916,0.9609,-0.0659463,0.00309249,1
222,257.118,-626.176,654.499,1.1231,0.998245,0.995133,1.05344,0.541652,0.149857,-0.0206076,1
223,4400.28,-7449.95,14794.4,1.12688,0.983599,1.0097,1.03099,1.42664,-0.179855,0.000876795,1
224,2768.85,-5196.47,8183.44,1.24363,0.995867,0.999107,0.957367,0.843919,-0.107596,0.00247017,1
225,1850.31,4869.06,-3516.44,0.736985,0.980335,0.997966,1.0212,1.05368,-0.124033,-0.00321867,1
226,2415.02,6667.53,-4177.1,0.732979,1.01065,0.996752,0.967649,0.99803,0.208441,0.00146918,1
227,855.612,-1921.85,2239.38,1.15799,1.01425,1.0053,0.988772,0.807374,0.102548,-0.0089519,1
228,845.489,-1907.31,2220.16,0.760702,1.00047,0.994663,0.995107,0.88041,-0.0557506,0.0165639,1
229,312.461,816.129,-772.98,0.806827,0.983266,0.99953,1.00596,1.12707,0.191961,0.0127457,1
230,697.432,-1619.55,1834.82,1.31342,0.981712,0.989821,0.998607,0.745523,-0.078534,0.0141012,1
231,16479,-22092.2,68536.6,0.946037,1.03078,0.989611,0.968728,0.522068,-0.075853,0.000612706,1
232,795.829,2144.47,-1860.79,1.28468,0.990616,1.0034,1.0144,1.24456,-0.170592,-0.00566034,1
233,397.121,-945.433,1011.96,1.23239,0.995955,1.02047,0.965659,1.19701,0.279946,-0.00690956,1
234,13330.1,-16914.5,55105.1,1.22486,0.969895,1.00627,0.914077,0.9594,-0.0799839,0.00064184,1
235,2046.59,-4485.76,6461.46,0.96256,0.981677,1.00372,1.00335,1.36488,-0.0357358,0.0100445,1
236,1095.2,3228.1,-2649.94,1.38173,0.983082,1.01319,1.00624,1.11824,0.287267,0.00232277,1
237,3604.97,9432.24,-4762.43,0.953356,1.00555,0.974545,1.00234,1.0944,0.015764,0.0127317,1
238,343.381,-824.771,874.958,0.698956,0.994342,1.0063,0.977995,1.32542,0.239603,-0.00949295,1
239,2444.6,6675.86,-4135.17,1.28495,1.00123,0.976457,0.996002,1.10727,0.112137,0.00274785,1
240,291.808,761.096,-723.816,1.16308,1.0105,1.0049,0.987509,1.00749,0.115456,0.0232718,1
241,1803.67,-3201.16,4489.47,1.02608,0.988815,1.00494,0.996105,1.20951,0.0912557,-0.00454542,1
242,533.897,-1271.06,1395.2,1.11698,0.973894,1.01176,0.988674,0.967061,-0.177588,0.00783212,1
243,750.062,-1736.34,1982.65,1.10166,1.01316,1.00175,0.989312,1.35373,-0.136175,0.00766219,1
244,1078.72,2882.94,-2364.87,1.07482,0.993727,0.992796,0.987773,1.05196,-0.0961359,-0.00746448,1
245,518.79,1366.95,-1248.64,0.928038,0.996621,1.00914,0.977191,1.18447,-0.117868,-0.012622,1
