run,apogee_m,impact_x_m,impact_y_m,wind_scale,thrust_scale,dry_mass_scale,aero_scale,sensor_bias_scale,thrust_misalignment_deg,cg_offset_m,impact_valid
5310,709.378,1924.56,-1695.37,0.980529,0.991802,0.997964,0.987341,1.26087,0.158583,0.00681433,1
5311,172.706,-420.59,433.12,1.03522,0.97658,1.00161,1.02482,0.991854,0.277339,-0.0161662,1
5312,1039.18,2963.66,-2447.93,1.48648,1.00342,1.00068,0.992798,1.15854,-0.0517367,-0.0143778,1
5313,1181.61,3199.99,-2565.27,1.19432,0.977946,0.999823,1.01983,0.684097,0.0485604,0.0129966,1
5314,4071.68,13676.3,-7180.37,1.08227,0.977053,0.99234,1.04077,1.11346,0.0835726,0.00199656,1
5315,314.917,827.529,-783.662,0.890972,1.01754,1.00152,1.08902,0.919679,0.262716,0.00951546,1
5316,476.077,-1127.6,1223.22,1.38161,1.02428,1.02403,1.0518,0.876251,0.174768,-0.00939378,1
5317,1974.53,-3821.96,5319.85,0.924264,0.985875,0.99589,1.01291,0.819392,0.0353622,-0.0107265,1
5318,4206.82,14243.9,-7301.88,0.899926,0.991105,0.990421,0.951193,0.809054,-0.0174269,-0.00947254,1
5319,6387.78,-7920.7,20588,0.956957,1.00739,0.991139,0.999443,0.915825,0.00903601,-0.0149015,1
5320,575.933,-1362.26,1506.99,0.821008,1.00253,1.00345,1.03933,0.817029,-0.0958145,0.0140598,1
5321,2485.9,6645.6,-4135.93,1.39206,1.0149,0.992077,1.02007,0.627757,-0.0433054,-0.00698229,1
5322,622.488,1674.74,-1500.34,0.901141,0.995562,1.00781,1.01726,1.10579,0.183922,0.00663765,1
5323,1525.67,4212.08,-3151.22,1.31445,1.02489,1.00187,1.01037,1.05232,0.173632,0.00290352,1
5324,2486.14,6542.09,-4253.04,0.946412,1.00217,1.00397,0.995492,1.26581,0.212333,0.00136751,1
5325,1590.17,-3182.71,4343.59,0.591414,0.931381,0.984168,0.996251,1.19773,-0.137071,0.0033288,1
5326,803.054,2159.42,-1871.1,0.980698,0.982589,1.00458,1.01809,1.17707,-0.0906394,-0.0104102,1
5327,5805.2,15523.2,-5101.36,1.46045,1.01026,0.999713,1.04353,0.903366,0.0249149,0.00400112,1
5328,17651.8,84220.1,-25738.4,0.783243,0.982947,0.995608,1.00062,1.28918,-0.0449922,-0.000975827,1
5329,6214.76,22910.8,-8533.12,1.06777,1.00991,0.985321,1.03511,0.87038,-0.0501839,-0.00267091,1
5330,571.751,-1336.49,1477.63,0.959507,0.975043,1.00351,1.00166,0.950688,0.105002,-0.0126612,1
5331,395.1,1021.26,-953.527,1.00155,0.979211,1.00418,0.995353,0.92078,-0.233566,-0.00832688,1
5332,707.139,-1650.9,1868.94,1.11752,1.02643,1.0108,0.986761,0.828831,-0.198138,0.00558349,1
5333,1199.31,-2679.86,3340.11,0.894458,1.00363,1.01036,0.986643,1.0659,0.132202,-0.00483794,1
5334,143.82,-362.275,371.366,1.06229,0.99418,0.987031,1.00835,0.950663,-0.359876,0.0151661,1
5335,2296.36,-4913.87,7411.06,1.3172,1.03833,1.00206,1.0297,0.790125,0.0257836,-0.0130906,1
5336,1402.46,3950.68,-3105.17,0.515392,1.03469,1.00911,0.992487,1.43972,-0.120672,-0.00462613,1
5337,1896.14,5103.07,-3668.38,0.982977,0.980052,0.98682,1.03656,1.0917,-0.0784961,-0.00501337,1
5338,1878.23,-3266.88,4583.1,1.15177,0.991649,0.994082,1.01055,1.03341,-0.0393305,0.0102238,1
5339,879.232,-1977.98,2316.39,1.15815,1.02346,0.998732,0.97666,1.1537,-0.142915,0.0062997,1
5340,113750,22147.1,27021,0.887249,1.00319,1.0066,1.02553,1.24981,0.092921,-3.60212e-05,1
5341,2053.41,-4012.5,5640.1,1.30374,1.0024,1.00601,0.977393,0.788435,0.281106,-0.00131567,1
5342,479.925,1250.7,-1151.46,0.812896,1.02143,1.01581,1.05355,0.962163,-0.232883,-0.00705227,1
5343,422.457,-1011.07,1088.71,0.779583,0.994688,0.988848,1.0043,1.14308,0.091745,-0.020482,1
5344,1982.1,-3445.53,4865.44,0.727738,1.02009,1.00305,0.992998,1.09958,-0.0902352,0.00427918,1
5345,101264,-30356.6,111934,1.03726,1.0234,1.00453,0.98225,1.04635,0.314454,-4.60219e-05,1
5346,15738.6,77744,-22159.8,1.4558,1.01343,0.994451,0.973338,0.782139,-0.0103632,-0.00440562,1
5347,722.311,-1692.37,1926.27,1.1205,1.03297,0.988582,1.06614,1.03263,-0.357475,0.00311313,1
5348,300.553,791.204,-751.024,0.816777,0.953189,1.01106,0.986208,1.00011,0.321541,0.00748277,1
5349,2666.46,8896.49,-5629.44,1.07905,0.980689,1.00135,1.00828,0.988451,0.058642,0.00453906,1
5350,1644.44,-3734.66,5067.43,0.81387,0.982311,0.994931,0.947457,0.639518,-0.225621,0.00201665,1
5351,2467.65,-3741.83,5865.83,0.96216,0.999242,1.00042,0.969043,0.675019,-0.100655,0.00299108,1
5352,1431.17,4314.91,-3289.2,0.836128,1.01326,1.0097,1.0372,1.44819,0.0491095,0.0107829,1
5353,2445.67,-3717.65,5807.12,1.01055,1.00252,1.00773,1.01913,0.927224,-0.0659434,0.00457049,1
5354,1392.68,4160.32,-3190.23,1.09542,0.996056,1.00801,0.994196,0.751475,0.060041,0.00894372,1
5355,431.343,1144.9,-1062.1,1.08695,1.02163,1.00531,1.03704,1.18878,0.252361,0.00720993,1
5356,2273.93,-4697.99,7265.97,0.921593,1.01704,1.00294,1.01448,0.909657,-0.321286,0.00102527,1
5357,178.585,-437.068,450.6,1.0723,1.01615,0.992594,0.96914,1.12327,0.234412,-0.0194783,1
5358,5545.68,-8201.85,19709.9,1.17696,1.00876,0.981126,0.977992,0.802049,-0.0744802,0.00192516,1
5359,1302.29,-2935.1,3693.07,1.15456,0.976786,0.993647,0.980648,0.984408,-0.143933,0.00401465,1
5360,3225.86,10748.2,-5761.66,0.631614,0.996402,1.00846,1.02512,0.914668,0.0635587,0.00355414,1
5361,537.024,1439.62,-1309.31,1.05504,1.01763,0.995141,1.00432,0.986952,0.257623,0.00571297,1
5362,2897.37,-5965.47,10011,1.04493,0.993727,1.01763,1.02454,0.923998,-0.14498,0.00170408,1
5363,2764.61,7679.19,-4841.7,1.06067,1.01325,0.976377,1.03796,0.650325,-0.168781,-0.00163017,1
5364,1513.28,3993.34,-3045.73,0.943546,1.00582,1.01234,0.973677,0.901615,-0.0505218,-0.00984806,1
5365,583.144,-1378.32,1527.06,1.03089,0.994829,1.00481,1.00673,0.944513,-0.111662,0.0117956,1
5366,725.166,-1682.58,1911.5,1.04175,0.992197,1.01557,0.985447,1.06765,-0.150469,0.00688938,1
5367,5714.3,15898,-5190.98,1.24542,0.981412,0.996804,1.031,0.979514,-0.0238523,-0.00459218,1
5368,563.989,1509.6,-1367.61,1.02638,1.0078,1.0103,0.981764,0.674291,0.143297,0.00953049,1
5369,847.775,-1916.5,2230.15,0.928264,1.01277,1.00474,0.939896,0.957981,0.158641,-0.00585687,1
5370,147.932,382.787,-373.305,0.734605,1.00513,1.00864,0.996343,0.880821,0.297994,0.0175189,1
5371,2429.43,-3685.82,5757.54,1.47518,0.988858,0.998826,0.97484,0.910253,0.0214276,-0.0142266,1
5372,6969.22,-6213.3,18760.3,1.02764,0.986697,0.973518,0.995651,0.816582,-0.0448986,0.00280133,1
5373,6873.49,-5730.93,17407,1.38148,0.999065,1.00417,0.997673,0.967154,-0.0509997,0.00235986,1
5374,1622.02,-3632.99,4863.61,0.899602,0.978443,0.988265,1.02774,0.646968,-0.0459498,0.0101274,1
5375,2459.03,6368.87,-4111.4,1.13228,0.9987,1.00089,1.02085,1.36899,0.0323136,0.00916162,1
5376,8646.12,31240,-11128.4,0.788235,0.981694,0.991982,1.03856,0.887941,-0.030075,-0.00213155,1
5377,7355.7,-5420.2,18248.2,1.1128,1.01605,0.984642,0.962567,1.25445,0.213966,-0.000550008,1
5378,1113.29,3059.46,-2511.09,1.30422,0.995282,0.990086,0.98763,0.475324,0.13793,0.00501148,1
5379,1105.54,2971.75,-2421.55,0.948054,1.00928,0.992479,0.994781,1.34989,-0.0871521,-0.00815641,1
5380,1894.91,5038.2,-3615.95,1.094,0.984165,0.99122,0.994223,0.878555,-0.118483,-0.00333418,1
5381,4424.86,16989.1,-8080.78,0.991607,0.997829,0.989658,1.01366,1.04069,0.0105245,0.0148132,1
5382,2231.43,7775.94,-5130.26,1.20224,1.01678,0.995567,0.937215,1.14656,-0.205436,-0.00167422,1
5383,2400.04,-3695.11,5836.7,1.21393,0.985036,0.987028,0.968236,1.17923,-0.133169,0.0023324,1
5384,1395.49,-2925.76,3811.67,1.09291,0.98404,1.00629,0.990272,1.04677,0.086138,-0.00624504,1
5385,9143.62,-9182.74,25004.9,1.00318,1.02563,0.998836,0.971599,0.80112,0.0107322,-0.0061792,1
5386,981.013,2785.74,-2325.4,1.03742,0.980484,1.00408,1.00143,1.25074,0.157754,0.00481263,1
5387,6574.13,-7580.26,19743.3,1.08554,1.01015,1.01764,1.02164,0.994212,-0.0315986,0.00410478,1
5388,6314.9,20745.2,-7667.94,1.2215,0.992639,1.01144,1.04005,1.10344,0.115313,0.001102,1
5389,1915.24,5306.33,-3815.32,1.23815,0.978432,0.988249,0.993877,1.16359,-0.0763867,-0.00509095,1
5390,1902.71,-3812.93,5232.88,1.09307,0.969891,1.01037,1.06368,0.989436,0.133069,-0.00286531,1
5391,946.222,-2181.73,2588.55,1.3647,0.963072,1.00261,0.939615,0.818462,-0.0854194,0.0091604,1
5392,2243.37,7656.67,-4888.22,1.20156,1.00024,0.987556,1.02034,1.20234,0.0542586,0.00614576,1
5393,1243.47,3751.33,-2994.31,0.751733,1.0405,1.00943,0.968035,1.1073,0.163352,0.00384851,1
5394,601.051,-1399.74,1555.23,0.891131,0.96867,1.00684,1.00138,1.07802,0.108471,-0.0115177,1
5395,473.848,1261.92,-1160.93,0.997947,0.993905,1.00034,0.960078,0.982728,0.219631,0.00738865,1
5396,2014.58,-4438.94,6412.38,1.28735,0.970725,1.01953,1.01934,1.29828,-0.0548737,0.00646044,1
5397,666.559,1775.69,-1578.57,1.272,1.00298,1.00057,1.02216,1.26886,-0.146789,-0.00800571,1
5398,750.639,-1730.67,1979.1,0.870643,1.00347,0.987056,0.993421,0.64254,-0.0718969,0.0146818,1
5399,630.046,-1481.37,1651.89,0.875533,1.02288,1.02325,0.980944,0.941621,-0.0808364,0.015154,1
5400,6183.08,-3772.78,13374.3,1.12912,1.009,1.01052,0.996755,1.04503,-0.0676623,0.00154289,1
5401,4251.8,-6649.06,12513,1.1275,0.983281,1.00591,1.04958,0.660116,0.234399,-0.000706058,1
5402,259.235,664.094,-635.105,0.875149,0.982175,1.00044,1.00829,0.962204,-0.153848,-0.0194222,1
5403,1807.88,-3665.29,5196.02,1.01596,1.00921,0.994948,1.02393,1.30531,0.0208034,-0.0204968,1
5404,2715.99,7560.76,-4822.8,0.656423,1.01769,0.994012,0.967263,0.948316,0.0143582,0.019134,1
5405,7186.72,-6759.06,19827.1,1.21604,1.02206,0.994135,1.04139,0.770539,0.0719973,-0.00171757,1
5406,480.429,-1148.24,1249.96,0.72351,0.977973,0.991185,1.02801,1.12793,-0.137983,0.0116015,1
5407,5849.61,-3757.69,12415.4,1.02331,0.99034,1.02043,1.0373,0.981146,-0.00760587,0.0137511,1
5408,756.056,-1747.14,1999.68,0.954122,0.973688,0.998016,0.982691,0.749303,-0.212554,0.00468073,1
5409,1721.72,5190.52,-3857.13,1.49299,1.0392,1.00635,0.969791,1.15281,0.0630334,0.00715026,1
5410,611.471,-1417.03,1577.84,0.848543,0.976592,1.00357,1.0272,0.825664,0.190351,-0.00655522,1
5411,104850,104805,-49494.5,0.68073,0.983732,0.987785,0.984039,1.13391,0.00815795,0.000914297,1
5412,1147.17,-2471.05,3013.39,1.24043,1.01775,1.00763,1.01696,0.229333,-0.0621349,0.0108724,1
5413,1489.13,-3365.13,4425.82,0.826274,1.02933,0.992074,1.01923,1.13849,-0.0522653,0.0101966,1
5414,5202.95,-8122.89,18281.6,1.09799,0.990385,1.00783,1.02208,1.04466,-0.127135,0.00114472,1
5415,5505.97,15305,-5119.78,1.26405,0.972668,1.00015,0.945337,1.21562,0.0249496,0.00426966,1
5416,707.365,-1640.89,1861.55,0.883872,1.00501,0.986696,1.03495,0.867484,-0.0974068,0.0115119,1
5417,1344.21,-2921.03,3766.56,1.13128,0.96247,0.99694,0.967448,0.942647,0.28007,-0.00199177,1
5418,1441.64,-3013.8,3982.25,1.28873,0.990492,0.986611,0.97349,0.441212,-0.11072,0.0048223,1
5419,776.576,-1791.68,2053.4,1.10559,1.00535,1.01663,0.986821,0.852906,-0.104041,0.00942827,1
5420,826.457,-1854.33,2148.26,0.960549,0.990287,1.00233,0.991904,0.954552,0.186195,-0.00501982,1
5421,176.434,449.997,-436.661,0.973833,1.0104,0.99464,0.993313,1.02542,-0.130109,-0.0350548,1
5422,1227.59,-2634.07,3315.6,0.756693,1.00787,1.00331,1.05011,0.990573,-0.15311,0.00407827,1
5423,976.349,2741.64,-2302.98,0.863997,1.04074,0.995645,1.01102,1.19048,-0.167615,-0.00496221,1
5424,3295.15,11203.5,-5943.63,0.971456,0.996381,1.00043,0.979233,0.920754,-0.0750035,-0.0030424,1
5425,1464.2,-3329.57,4352.85,1.22547,1.02168,0.992195,0.963952,0.666098,-0.0698005,0.0077251,1
5426,535.119,1402.59,-1277.45,1.0372,1.01278,1.00275,1.002,0.91782,-0.237227,-0.00626065,1
5427,2704.7,7834.95,-4975.17,0.727838,0.997496,0.974613,1.0107,0.824381,0.0369782,0.0074554,1
5428,754.665,2015.88,-1762.99,0.954159,1.00918,0.99669,1.06844,0.818567,-0.203183,-0.00516179,1
5429,3774.88,-4198.28,8254.03,1.14614,1.00643,0.980305,1.02881,0.794928,0.0162373,-0.0120454,1
5430,1416.86,-2720.73,3531.93,1.30074,0.9705,1.00472,1.02801,1.0611,0.202113,-0.00259495,1
5431,4372.72,16749.4,-8061,1.02907,0.994594,0.994768,1.02505,1.20728,0.0489254,0.00319448,1
5432,696.29,1877.24,-1659.28,1.02852,1.01569,1.00041,1.00386,1.23974,0.0820781,0.0137485,1
5433,395.678,1042.8,-973.222,0.780283,0.980242,1.00371,1.02617,0.886752,0.233855,0.00815355,1
5434,3335.7,10451.2,-5405.74,0.962011,1.00881,1.00311,1.00216,1.45936,0.0608505,0.00355987,1
5435,1139.81,-2402.05,2939.45,1.42549,1.01744,0.999714,0.996144,0.820183,-0.0552116,0.0124545,1
5436,2180.58,-4354.25,6643.1,0.909807,0.983755,1.00198,1.02566,0.781112,-0.031398,0.0107247,1
5437,452.833,-1091.75,1181.06,1.1054,1.03619,1.00824,1.01433,0.897229,-0.178492,0.00985831,1
5438,2274.09,7593.11,-4824.78,0.629864,1.00272,0.990138,1.03431,0.976987,-0.134683,-0.00245711,1
5439,472.83,-1141.76,1240.06,0.990236,1.0004,1.00736,0.992666,1.20752,-0.276935,0.00585485,1
5440,2244.97,-4762.77,7231.2,1.03582,1.01174,1.00164,1.04193,0.989255,0.136559,-0.00247713,1
5441,2278.92,-4848.35,7405.09,0.772396,1.01682,0.995939,0.99214,1.31077,0.128623,-0.00262848,1
5442,133.818,-334.725,342.395,0.737515,1.00179,1.00567,0.97241,0.986604,-0.173054,0.0335716,1
5443,328.081,837.811,-791.221,0.885634,0.98629,0.980975,0.959358,1.00293,-0.452899,-0.00543744,1
5444,592.717,-1398.57,1554.43,0.874264,1.00763,0.981703,0.95443,0.962094,-0.114386,0.0118485,1
5445,1192.32,3485.21,-2819.62,0.986102,1.0174,1.01275,1.04942,1.07739,-0.187927,-0.00344221,1
5446,340.244,889.288,-838.308,0.859845,0.981969,1.00473,0.956264,0.944655,0.145849,0.0153014,1
5447,295.595,779.037,-739.265,0.760713,0.944073,0.974922,0.95445,0.448293,0.334827,0.00760655,1
5448,869.655,2447.1,-2087.75,0.98097,0.983553,0.992722,0.977829,0.720112,0.367554,0.0023621,1
5449,622.621,-1465.49,1637.16,0.792198,1.02441,0.988362,1.00045,0.528665,-0.133186,0.0097382,1
5450,378.435,973.448,-911.844,0.938668,0.97815,1.00841,1.03431,1.12598,-0.281669,-0.00717252,1
5451,25680.4,-37898.9,96692.9,1.15533,0.987093,0.997088,0.905564,1.10417,0.00942103,-0.00429673,1
5452,6284.83,22352.6,-8375.62,1.25423,0.999368,1.00447,0.979101,0.460432,-0.131785,-0.00100519,1
5453,489.31,-1176.98,1281.92,0.684003,1.00304,1.00631,1.00758,1.01116,-0.221522,0.00711452,1
5454,5986.8,-7904.59,19656.4,1.06415,0.987094,0.991423,1.01968,0.860472,-0.0119492,0.0116185,1
5455,6268.25,-5146.14,15489.5,1.73872,0.941226,0.980511,0.992823,1.16282,-0.0208376,0.00603606,1
5456,25231.3,114298,-44405.7,0.796585,1.02397,1.01272,1.0179,0.792707,0.00423906,0.00881522,1
5457,3475.86,-5415.72,10348.9,1.13188,1.01432,0.996861,1.04129,0.996346,-0.0800931,0.00278483,1
5458,2773.87,10231.8,-6172.73,1.08033,0.983887,1.0091,1.01287,1.16386,-0.0673984,-0.00377809,1
5459,7890.01,22903.7,-8775,0.908543,1.00679,0.973582,0.992732,1.3201,0.0552627,0.00131586,1
5460,1244.21,3333.64,-2670.74,1.17903,0.994633,1.00773,0.989823,0.914383,0.103292,0.0058284,1
5461,2455.37,-4034.42,6483.76,0.932492,1.02486,1.00565,0.972626,0.980317,-0.0842958,0.00366154,1
5462,1469.18,-2898.76,3829.88,1.09115,0.997539,0.997714,0.970492,1.24327,-0.165408,0.00313494,1
5463,9003.58,-9221.84,24774.7,1.05996,1.00359,0.997193,1.00696,0.989555,0.0264955,-0.00252418,1
5464,4176.83,12869.9,-6756.56,0.958031,0.999411,0.989325,0.964271,0.97933,-0.272134,-0.000621778,1
5465,2895.39,-5918.6,9887.48,1.0624,0.993886,1.00348,0.993948,0.82915,-0.061668,0.00407632,1
5466,113531,15818.7,23317.2,0.970472,0.990083,1.00334,0.953954,0.958393,-0.030589,8.24403e-05,1
5467,2852.33,-5791.67,9801.6,0.888307,0.962361,0.99981,1.01401,1.02952,-0.0210746,0.011944,1
5468,1786.12,-3432.76,4855.82,1.0321,0.993308,0.993802,1.01507,1.0876,0.0658708,-0.00647466,1
5469,197.407,499.219,-482.877,0.818672,0.979656,1.0164,1.01982,1.05191,-0.271004,-0.0142112,1
5470,770.772,-1763.63,2023.08,0.953938,1.033,0.990894,0.944543,1.00433,0.195745,-0.00543647,1
5471,2686.43,8720.14,-5535.98,1.20538,0.986944,1.0037,1.00931,0.642851,-0.15515,-0.00171922,1
5472,736.322,1988.43,-1743.58,1.26902,0.985591,1.00156,1.04418,1.64286,0.0631947,0.0163179,1
5473,777.453,2127.56,-1853.86,1.27373,1.03705,1.01181,0.948113,0.937738,0.255448,0.00394736,1
5474,1032.39,-2348.38,2826.76,0.744377,0.996807,0.994224,0.978744,0.98887,0.222381,-0.00341535,1
5475,1744.46,5639.64,-4025.33,1.19622,1.0097,1.00209,0.95939,1.3102,0.0971616,0.00446117,1
5476,6037.91,-8050.26,20149,1.12919,0.998505,0.993171,0.988076,0.874268,-0.0520088,0.00265642,1
5477,8445.26,27463,-10495.3,0.845122,1.03447,1.02171,1.00846,0.876721,-0.0308253,-0.00212722,1
5478,6121.92,17112.3,-5297.62,0.993019,1.02622,1.00467,1.016,0.98272,-0.0281061,-0.00371554,1
5479,364.674,958.129,-898.895,1.06037,0.977238,0.996689,1.00129,1.00516,0.217899,0.00957251,1
5480,980.808,-2222.69,2643.5,0.841679,0.982675,0.995454,1.08737,1.00625,0.106372,-0.00734343,1
5481,158.078,410.999,-399.96,1.13526,1.01678,0.984197,1.01216,1.06251,0.347779,0.0146588,1
5482,6328.57,-3715.56,13844.5,1.06332,0.990235,0.985056,0.973781,1.12026,0.0712974,-0.00152998,1
5483,2637.04,-3924.93,6234.23,1.1235,1.04732,1.0191,1.01226,0.844988,-0.194481,0.00146618,1
5484,295.418,771.891,-733.573,1.1384,1.01682,1.00269,1.01099,1.27639,0.160078,0.0166998,1
5485,1137.74,-2424.27,2964.02,1.21269,1.00714,0.990702,1.00275,1.33114,-0.106522,0.00646367,1
5486,7213.66,-5904.99,14959.3,1.20794,0.977061,1.00909,0.99879,0.908421,-0.127045,0.000651262,1
5487,6667.83,24003.9,-8449.29,0.792725,1.01995,0.990642,0.930718,0.995092,-0.0239717,-0.00541443,1
5488,2334.79,-4454.03,6970.71,1.13019,1.02045,1.01376,0.999457,0.854985,0.0559655,-0.00575512,1
5489,578.983,1533.45,-1386.17,1.25909,1.00587,1.01215,1.02738,1.02983,-0.105488,-0.0126715,1
5490,1087.28,3131.15,-2564.03,1.27091,1.0293,1.00499,0.968004,1.0152,-0.0508147,-0.0142692,1
5491,158.694,400.667,-389.985,1.04896,1.0175,0.991197,1.01236,1.28337,-0.314229,-0.0164486,1
5492,1228.17,-2823.39,3532.36,1.12329,1.01652,0.989282,0.989088,1.07556,-0.150551,0.00426998,1
5493,616.727,-1456,1623.13,1.33601,1.00269,1.00197,0.968605,0.717208,-0.151059,0.00833115,1
5494,575.826,1517.65,-1371.58,0.737233,0.999624,0.998768,1.02215,1.16824,-0.215992,-0.00632467,1
5495,1337.18,3673.82,-2900.17,1.09159,1.0099,0.988494,0.9578,1.07766,0.144692,0.00402378,1
5496,639.121,1705.05,-1520.84,0.932182,1.02708,0.982406,0.96985,0.715585,-0.18479,-0.00698048,1
5497,90966.8,-40587.8,120582,0.928572,0.998756,0.989563,0.987689,1.34473,-0.00837601,0.00206126,1
5498,1197.73,3456.83,-2758.9,1.05284,1.0047,1.00878,0.965727,0.893176,0.152877,0.00412938,1
5499,2780.55,8342.76,-5289.34,1.1104,1.02218,1.00321,0.959805,0.903149,0.0319067,0.0083277,1
5500,3932.36,10444.5,-5639.05,0.948003,1.01111,0.991553,0.989675,1.22778,0.0147499,0.0121798,1
5501,2658.34,7479.89,-4812.75,0.938096,1.00198,0.991986,0.985078,0.677534,-0.0158278,-0.0175242,1
5502,10590.3,-12467.6,38013.3,0.917462,1.00291,0.999872,1.00214,0.911817,-0.0648549,0.000881186,1
5503,3136.66,10309,-5500.53,0.881605,0.968156,0.991021,0.95438,0.811238,0.0250853,0.00917391,1
5504,789.608,-1798.74,2072.16,0.533443,1.00945,0.984534,0.974644,0.972718,0.069937,-0.014558,1
5505,9076.34,-8929.29,24405.2,0.905726,1.01933,0.98939,0.979361,0.828235,0.0423862,-0.00158603,1
5506,1664.63,5374.3,-3943.51,1.09351,0.991363,0.996501,0.998841,1.11291,-0.113599,-0.0039915,1
5507,29865,-45508.2,108207,1.24664,1.00856,0.987255,1.0055,0.915975,0.021193,-0.00178589,1
5508,504.045,-1202.83,1314.56,0.803303,1.00211,0.989249,1.01616,0.921095,-0.0941287,0.0166947,1
5509,3710.51,9780.73,-5495.31,1.01498,0.9823,1.00213,1.01403,1.01027,0.124058,0.00148657,1
5510,200.255,517.997,-500.666,1.15979,0.999528,1.01504,0.989486,1.0445,0.206733,0.0184354,1
5511,457.733,-1096.41,1187.56,0.781585,0.969857,1.00464,0.939641,1.048,-0.0922586,0.0177799,1
5512,259.41,674.502,-644.94,0.708834,0.990624,1.00095,0.993033,0.929048,0.175287,0.0169489,1
5513,190.064,476.888,-461.835,0.669955,0.985141,1.01105,1.0011,1.141,-0.473013,-0.00864308,1
5514,1741.5,-3436.52,4798.19,1.49166,0.994403,1.01016,1.04533,0.895628,0.0555676,-0.00770568,1
5515,275.839,-678.633,711.554,1.17532,0.997345,1.01023,0.980185,1.03855,-0.178552,0.0155772,1
5516,998.013,-2231.1,2653.36,1.33654,1.00541,1.00709,1.0376,0.970742,0.0977994,-0.0079198,1
5517,496.936,1321.44,-1210.74,1.21158,0.974516,1.00147,0.996908,1.09221,0.211651,0.00714044,1
5518,6955.97,20606.9,-6264.73,0.990445,1.03591,0.99088,1.00456,0.874004,0.022551,0.00498785,1
5519,1318.81,3852.91,-2996.45,0.742867,1.04238,0.994052,0.984983,0.895259,-0.0511758,-0.0119135,1
5520,568.598,1498.44,-1355.57,0.999605,0.955206,1.00134,1.01907,0.869819,-0.177747,-0.00737539,1
5521,3261.72,-5562.79,10139,0.943424,0.997455,1.01332,0.997825,0.720768,-0.0934733,0.00246025,1
5522,605.308,1601.93,-1439.86,1.04325,1.00096,0.997909,1.00461,0.898487,-0.185461,-0.00701291,1
5523,1892.74,5114.61,-3677.87,0.775803,0.985547,0.988421,1.06765,1.09235,0.101064,0.00387569,1
5524,58760.9,-66741.5,141260,1.11355,1.01179,0.973366,1.03659,0.943572,-0.00452912,0.00612741,1
5525,424.6,-1022.59,1100.56,1.09425,0.987995,1.01461,0.97553,1.26996,-0.138435,0.0128326,1
5526,144.052,371.259,-362.331,1.20411,1.00709,1.01152,1.06084,1.12839,0.214459,0.0250323,1
5527,243.874,-590.492,615.855,0.870986,0.97466,0.993597,1.00323,0.930754,0.244901,-0.0130513,1
5528,1334.67,4083.85,-3169.93,1.05922,0.978269,0.999215,1.00145,1.18103,0.177222,0.00312547,1
5529,438.149,-1038.06,1120.3,1.02064,0.974281,1.00376,0.9437,0.815639,0.208236,-0.00838537,1
5530,10021.2,45274.4,-13821.9,1.07318,0.99923,1.00922,0.993723,1.28464,-0.0593939,-0.000941728,1
5531,6189.44,14905.9,-5953.11,1.05842,0.970439,1.01198,0.998095,1.16647,-0.00311591,-0.0292526,1
5532,879.788,-2023.6,2367.62,0.800291,0.991185,1.00546,1.01372,1.14311,-0.0843453,0.0102451,1
5533,1475.36,-3202.95,4214.63,1.18791,1.03157,1.02019,1.02099,1.36897,-0.0871591,0.00595699,1
5534,344.786,889.605,-838.199,0.921672,1.00239,1.0005,1.02247,1.1241,-0.231809,-0.00991065,1
5535,1975.5,-4025.03,5604.91,1.15332,0.992997,1.00706,0.991849,1.21905,-0.317415,0.00117027,1
5536,193.363,-469.477,485.21,0.969224,0.976896,1.00107,1.03098,1.16361,0.298854,-0.0134212,1
5537,236.826,-575.678,599.35,1.04544,1.01175,1.00491,0.984063,1.00209,0.252876,-0.0133318,1
5538,1233.87,3394.14,-2733.49,1.32886,0.986089,1.00742,0.989519,0.954996,0.2964,0.0020128,1
5539,1977.79,5837.82,-4180.21,0.899487,1.00015,1.00999,1.01961,0.795683,0.0227558,0.0163189,1
5540,293.661,762.967,-725.19,0.887846,0.973652,1.00198,0.967524,0.867584,0.106238,0.0242696,1
5541,546.005,1462.49,-1328.12,1.49321,1.01143,0.99667,0.973974,0.867951,0.196048,0.00734402,1
5542,21627.4,-31128.6,84092.6,1.17076,1.00383,1.00824,0.977695,1.0638,-0.00871039,0.00485809,1
5543,878.651,2357.43,-2020.67,0.62733,1.03076,1.02298,0.976694,0.802849,-0.0960107,-0.00920646,1
5544,242.201,-598.189,623.905,1.44151,0.984269,0.990104,1.0435,0.564581,-0.203139,0.0157925,1
5545,1484.96,-2922.11,3876.16,0.642,0.998857,0.993928,0.94319,1.07177,-0.0601227,0.0086311,1
5546,134.085,-337.803,345.451,1.33189,0.984911,1.03144,1.05849,1.0875,-0.346789,0.0157264,1
5547,1986.24,-4340.03,6178.22,0.972807,0.96258,0.997801,0.984163,0.707155,0.0221517,-0.016604,1
5548,772.148,-1753,2013.61,0.977895,1.01348,0.981608,1.04165,0.907188,0.219281,-0.00480785,1
5549,487.81,1276.66,-1171.82,0.813364,1.00753,0.99188,0.981444,0.878543,-0.193021,-0.00851656,1
5550,1292.01,-2593.66,3294.48,1.11964,1.00396,0.984563,1.02142,0.735121,-0.0699436,0.00868772,1
5551,599.74,-1395.83,1553.21,0.931732,0.968875,0.986812,1.00757,0.84831,0.123493,-0.0104314,1
