run,apogee_m,impact_x_m,impact_y_m,wind_scale,thrust_scale,dry_mass_scale,aero_scale,sensor_bias_scale,thrust_misalignment_deg,cg_offset_m,mean_nees,mean_nis,impact_valid
0,136.541,-335.703,343.621,1.15258,0.992899,0.984655,1.00628,1.00486,0.246613,-0.023934,65216.7,502.441,1
1,650.563,1735,-1546.12,1.00094,0.987614,1.00138,1.02921,1.24504,-0.0833747,-0.0141602,202535,272.146,1
2,1668.23,4408.48,-3230.05,1.30151,0.954495,1.00721,1.02483,1.26442,0.0643437,0.00661944,206372,134.399,1
3,681.361,-1562.45,1763.23,1.20812,0.963716,0.99615,1.04575,0.971638,0.179256,-0.00620665,200649,240.544,1
4,59339.8,167978,-89692.4,0.804658,1.01513,1.0174,1.01784,1.04582,-0.00742495,-0.00309882,7.73109e+07,235734,1
