run,apogee_m,impact_x_m,impact_y_m,wind_scale,thrust_scale,dry_mass_scale,aero_scale,sensor_bias_scale,thrust_misalignment_deg,cg_offset_m,mean_nees,mean_nis,mean_gps_nis,mean_baro_nis,impact_valid
17,25890.5,6573.8,1798.9,0.863183,1.01386,1.00632,1.0025,1.03227,0.131057,-0.00152853,5.99675,1.07554,1.00906,1.08883,1
18,87226.9,-6852.6,-1674.47,0.9108,0.993092,0.999341,1.00458,1.03829,0.0279415,-0.000833159,4.16799,0.922801,1.00873,0.858743,1
19,50398.6,-6505.43,42704.4,1.43019,1.00372,1.01244,1.02093,0.724235,-0.195667,0.000918156,2.64198,0.924916,0.959541,0.910884,1
20,77562,-36897.1,-34171,0.769761,0.988891,1.00102,0.980047,0.827374,-0.0777046,-0.000255593,3.57408,0.894745,0.976203,0.841083,1
21,72925.4,20820.2,67353.9,1.37881,1.01458,0.996992,0.97094,0.776302,0.211822,0.000158218,5.64149,0.968619,0.995822,0.951764,1
22,79785.3,-48519.6,-30281,1.24943,0.95255,0.980463,1.01609,1.03498,0.0149759,-0.00154849,6.98639,0.927389,0.992165,0.883319,1
23,97802.4,12425.4,58670.4,0.900109,1.02513,0.993749,0.977047,0.837241,-0.119874,0.000812364,3.51264,1.08843,1.00031,1.16198,1
24,51822.2,-25511.5,59769.6,0.881012,1.01101,1.00611,0.965469,1.28344,-0.0265026,0.000140144,2.54344,0.918081,1.00069,0.882704,1
25,77591.3,-6188.36,-6449.56,0.947307,1.02323,1.0073,1.00621,1.15323,0.229485,-0.000269664,3.94539,1.00421,1.00392,1.00439,1
26,78020.9,-597.658,58012.1,1.06892,0.979506,0.999388,1.00728,1.29414,-0.133441,0.00172768,4.13067,0.953855,1.00007,0.923206,1
27,92872.8,17114,-29040.7,0.695278,1.01192,1.02033,0.984489,1.12539,-0.234765,-2.68608e-05,3.37586,1.05163,0.988031,1.1022,1
28,87838.3,5202.13,50562.3,1.33947,0.994693,0.982095,1.01091,1.07093,-0.258848,-0.000449429,4.85441,0.963302,0.982917,0.948571,1
29,87949.6,4538.48,-55352.5,0.972754,0.987579,1.00666,1.00138,0.760122,0.0839362,-0.000354335,4.35134,0.968772,0.978241,0.96167,1
30,82044.3,-12223,-71979.6,0.943839,1.00679,1.00519,0.985413,1.0626,-0.185318,1.74354e-05,2.52548,1.00006,1.00403,0.997279,1
31,24957.8,7427.16,21635.3,0.793367,1.0191,0.984286,1.01024,1.06337,-0.0137155,-0.00124123,3.8346,0.995965,0.975252,1.0001,1
32,92154.1,-3399.34,-3697.51,1.23982,1.00251,1.00378,0.982491,0.858477,-0.0492922,0.000973114,5.32641,0.973028,0.991247,0.958799,1
33,27376.9,12903,-33015.3,0.787356,0.992297,1.00436,1.006,0.795983,0.180812,0.000847798,7.18853,0.964058,0.992369,0.958402,1
34,48165.4,35246.8,-26908.5,0.806619,1.00012,1.00281,0.995973,1.03948,-0.427328,0.00132144,3.88048,0.997618,1.01298,0.991696,1
35,44604.2,16503.8,-55327.1,0.836847,0.975217,1.01754,1.00348,0.630826,-0.308931,-0.00209156,3.53535,0.996049,0.993243,0.997029,1
36,27224.1,24415.9,13189.2,1.08142,0.97522,0.993622,1.01224,0.850494,0.211481,0.000389038,4.80319,0.946012,0.98982,0.937258,1
37,60422.2,-4007.64,72521.6,0.835662,0.96186,0.997376,1.00049,0.989399,-0.0864646,0.00133752,5.83691,0.984113,1.01425,0.968957,1
38,94556.4,17117.6,17578.4,1.46428,1.01889,1.01045,0.979647,0.931098,0.0872956,0.00132732,4.01676,0.985077,1.00437,0.969591,1
39,47816.7,-20593.6,59231.8,0.7045,0.97873,1.01892,0.969252,1.30591,0.294707,0.000106398,3.52577,0.970111,0.988512,0.96301,1
40,98133.1,-25524.4,53319.9,0.935563,1.01417,0.993376,1.06311,1.27047,-0.19596,0.000237277,5.54723,0.9337,0.999926,0.878063,1
41,36279.6,-22270.9,-20955.6,1.31347,0.990141,1.00668,0.999287,1.42399,0.0229148,0.000447998,3.60771,0.980497,1.00053,0.975718,1
42,63464.3,-935.545,-10244.1,1.0288,1.00362,1.00522,1.01235,0.999443,-0.00971045,-0.000590276,5.2311,0.938675,0.993064,0.909762,1
43,86320.6,7302.87,3912.63,0.997079,1.01468,0.99226,1.00066,1.23991,0.0952804,0.00129485,6.04088,1.0119,1.0142,1.01021,1
44,95485.1,1477.57,-42570.1,1.22237,0.991928,0.999406,0.960817,1.3053,0.0396197,-0.00113598,4.02246,0.936576,1.0014,0.883427,1
45,37379.8,-15105.5,-18516.4,0.705536,0.973672,1.00847,1.00848,1.23989,0.167836,0.00145007,3.29388,0.948524,0.988959,0.938115,1
46,86084.5,-46021.1,5797.49,1.0823,0.98785,0.990351,0.919558,1.09803,0.174758,0.000759059,5.36107,0.960356,1.00984,0.924241,1
47,64170.7,19348.9,54849.7,1.1377,1.00945,1.01138,1.00866,0.736717,0.0680466,-0.00135217,3.45524,0.981214,1.00069,0.97077,1
48,10337.6,1284.79,-18030.1,0.981431,1.02488,0.986417,0.99417,1.30384,-0.0567931,3.27225e-05,5.08492,0.847047,0.990992,0.818294,1
49,15146,-1235.84,25435.8,1.07176,1.03804,1.00716,0.947867,0.788542,-0.00866742,0.000695009,4.69082,0.93533,0.988804,0.924651,1
50,78640.2,-12616.6,52926.7,0.85839,0.986804,1.00685,0.980257,0.753933,-0.0787484,0.00151956,2.53422,0.97723,0.99387,0.966142,1
51,34768.4,-27674.7,-35434.7,1.30377,0.981948,0.991508,0.981949,0.864895,-0.0553747,-0.000639771,5.60107,0.975588,0.992548,0.9722,1
52,51589.2,-2460.02,5514.87,1.02609,0.989735,1.00725,1.03201,0.968023,0.02691,-0.00168493,4.15026,1.00716,1.00938,1.00622,1
53,84448.6,-65456.7,-32511.2,1.12329,1.02451,0.98703,1.05876,1.00173,0.262994,0.00026227,2.97601,0.936718,0.985327,0.901772,1
54,106049,8847.55,-25015.3,0.937461,1.00073,0.996488,0.969358,1.16083,-0.0523597,0.000108984,4.73774,0.981117,0.993526,0.969897,1
55,46335.8,-712.754,-64040.8,1.04403,1.0051,0.996849,1.01279,1.17966,-0.1137,-0.00228805,5.5702,0.978987,0.997682,0.972125,1
56,39139.5,-13774.2,46712.5,0.903016,1.01102,1.00328,0.988494,0.975038,-0.131884,0.000375116,3.28346,1.02741,1.02538,1.02799,1
57,75442.2,-10065,6965.19,1.04984,0.980793,1.01151,1.04411,1.25326,0.0800663,0.000739177,4.2047,0.936317,0.972562,0.913241,1
58,20771.1,-11829.3,15992.5,0.979906,1.01131,1.00212,1.00293,0.688961,0.217674,0.000942175,4.03895,0.969978,0.999435,0.964092,1
59,14831.4,-14318.6,-10349.3,1.10807,0.994157,0.987441,0.976119,1.41618,0.0283428,0.000487358,3.72092,1.04079,0.987158,1.0515,1
60,83585.3,-1474.68,67545.8,1.05647,1.00993,1.00172,1.01808,1.22617,0.0726352,-0.000198948,4.57492,0.996812,1.00687,0.989634,1
61,39277.1,-2844.04,-6108.62,0.848405,1.02231,1.00307,0.984881,0.962519,0.329005,9.29314e-05,5.08312,0.96345,0.986709,0.956859,1
62,17236.5,-10668.8,5122.54,0.863294,0.977643,1.00409,1.00591,1.10652,0.0859694,0.000739612,4.43126,0.95696,1.02785,0.942802,1
63,61643.8,-6794.44,-21698.6,1.01998,1.01253,0.981835,1.03322,1.18988,0.282051,-0.000331158,3.21544,0.932493,0.995407,0.900043,1
64,9027.07,-6668.08,1556.64,1.11591,0.985211,0.995884,0.965967,1.09647,0.255324,0.000999564,4.1136,0.901731,1.0144,0.879235,1
65,58517,2020.42,4247.58,1.09391,0.997279,1.03006,0.992492,1.18335,-0.0246511,0.00119424,6.92952,0.963253,1.0163,0.937561,1
66,91466.8,-28727.5,-48527.3,0.661654,0.980176,0.993676,0.954791,0.90116,0.133792,-0.00204435,3.3099,0.989018,0.991528,0.987059,1
67,26159.3,-13081.8,5639.51,1.35964,0.995109,1.00276,1.05251,0.963151,0.269947,0.00146603,4.10501,0.978679,0.969912,0.980431,1
68,53912.4,9225.17,-45100,0.951807,1.00689,0.991534,1.0019,0.480524,-0.172761,0.00129729,3.06615,0.951274,0.983358,0.936918,1
69,49241.5,-3346.93,-64792.2,1.02599,0.989387,0.995542,1.04195,0.788312,0.00304367,-0.000464063,4.07658,0.989414,1.00383,0.983663,1
70,49349.1,43376.6,19803.8,0.774708,1.01825,1.00721,0.98684,1.1857,-0.0804563,-0.00113365,4.22759,0.97908,0.978701,0.979232,1
71,71172,-36011.9,-22521.3,0.744393,1.00895,1.01503,1.01303,1.17882,-0.0311013,0.000881014,3.85929,0.962874,1.00345,0.938307,1
72,43857.3,-20013.3,21848.7,0.907817,0.991305,1.00235,1.03245,1.04113,-0.0494366,0.000728073,4.03829,0.969569,0.986086,0.96396,1
73,26999.9,-16247.9,9581.65,1.05045,0.979049,0.991491,1.03257,1.2517,0.16398,0.000545379,2.72087,0.993759,1.00436,0.991641,1
74,33769.1,-18960.7,11793.9,0.910036,1.00759,0.99117,1.01834,0.967143,-0.146729,-0.000810153,4.85642,0.960991,1.0177,0.949659,1
75,74096.6,36635.9,-43828.1,1.0265,1.00349,1.00117,0.987642,0.832479,0.0165213,0.000900642,4.76719,0.951756,0.99146,0.92659,1
76,55489.8,27391.4,-52913,1.00215,0.983855,0.990096,0.991545,0.910536,-0.165033,0.00145556,3.64941,0.976942,0.982723,0.974296,1
77,75411.1,-20669.1,-39775.4,1.13873,0.975226,1.00188,1.0436,0.964544,-0.036531,0.000160237,3.63065,0.898081,1.00935,0.826617,1
78,19730.4,-10485.9,25917.8,0.513913,1.00391,1.02331,1.01225,0.881208,-0.240348,0.000878695,4.10011,0.928638,0.99091,0.916198,1
79,78286.9,-57439.6,-42575.1,0.914742,1.01829,1.00606,0.991362,0.847999,0.13379,0.00106849,3.90848,0.960104,0.993914,0.937734,1
80,65594.1,-32693.8,-75948.6,1.07855,1.00414,1.00591,0.931306,1.13695,0.0688863,1.20856e-05,3.90397,0.979125,1.00464,0.965115,1
81,81398.8,-54721.1,-40364.2,0.957705,0.986195,0.996763,0.981195,0.879572,0.0770751,-0.000914707,4.81062,0.938202,0.997636,0.897086,1
82,36301.8,1401.81,-38994.7,0.786493,0.98774,0.986569,1.02392,0.871025,0.0636567,0.00131673,4.34858,0.990833,0.996608,0.989456,1
83,34130.1,20045.9,-2500.06,0.786806,0.991225,0.993072,1.01733,0.883101,0.0426132,0.00217161,2.41171,0.981039,0.999581,0.977334,1
84,87449.5,-76958.1,-1095.12,1.15814,0.996735,0.989626,1.03898,1.2227,0.0838651,2.88024e-05,3.89626,0.984279,0.992296,0.978254,1
85,52424.6,-14026.5,-12149,0.992209,1.00632,0.982887,1.02522,1.53514,-0.263308,0.000419231,2.5522,0.950401,0.993092,0.931965,1
86,93401,-23053.1,-16268.4,1.01195,0.998241,0.995877,1.00476,0.59187,0.0313364,-0.000435699,5.26027,0.975321,1.00655,0.950511,1
87,79011.1,-32941.1,-51340.4,1.18079,1.00508,1.00513,0.945402,0.999994,0.127843,6.70975e-05,3.8828,1.01057,1.00058,1.01732,1
88,35696.2,-13869.1,55293.6,1.15815,1.01919,1.0114,1.01107,1.56295,0.157561,-0.00182437,3.37095,1.00598,1.01019,1.00503,1
89,45572.7,-13613.5,-52387.5,1.16065,1.03203,0.979922,0.979875,0.633551,-0.0115183,0.00151892,4.31157,0.905434,0.994993,0.873485,1
90,74758.3,29023.3,15539.6,1.24951,0.975254,0.993033,1.01075,0.998443,-0.0894118,-0.000667038,5.27648,0.990605,1.01298,0.976427,1
91,102455,3427.41,12767.3,0.99246,0.97273,0.980602,0.975101,0.760273,-0.00764067,0.00139744,4.18364,1.00599,1.0076,1.00458,1
92,22226.8,-19282.2,-244.204,0.800494,1.0247,0.994189,1.03048,1.2234,0.1053,0.00132571,4.01902,0.937958,1.00888,0.923791,1
93,61633.4,-12383.4,21719.5,0.928003,1.01766,1.00169,1.00116,0.84534,0.00757557,0.000669405,3.85415,0.965298,1.02067,0.936364,1
94,38408.6,-21788.8,-53908.4,0.670439,0.995866,1.00664,1.01708,0.611769,-0.153941,0.0001828,5.06694,0.979257,0.999918,0.973648,1
95,22937.9,2300.11,-34462.8,0.881276,1.00879,0.993977,1.00198,0.919968,-0.153244,-0.00011149,4.01,0.93941,0.980221,0.931255,1
96,49511.1,18202.2,8271.05,1.34597,0.993541,1.00686,0.994026,1.05134,0.0516764,-0.000878482,2.95157,0.947716,0.979954,0.93479,1
97,80550.1,-22033.7,-13822.9,0.920712,0.960158,1.01175,1.0388,1.39394,-0.0563575,-0.00116431,3.32278,0.976832,1.01988,0.947321,1
98,28366.9,-5303.34,9865.71,1.04626,0.995993,1.00407,0.914565,0.904361,0.155814,0.00110799,5.78394,0.912995,0.995659,0.896474,1
99,80397.8,-29414.6,5159.25,0.813808,0.996188,1.01209,0.985678,0.972351,0.0389843,-0.000206317,2.72039,1.00795,0.993538,1.01781,1
