run,apogee_m,impact_x_m,impact_y_m,wind_scale,thrust_scale,dry_mass_scale,aero_scale,sensor_bias_scale,thrust_misalignment_deg,cg_offset_m,mean_nees,mean_nis,impact_valid
5937,6.93661,-24.8553,-2.54483,1.40718,0.968176,0.99907,1.00794,1.25443,0.209158,-0.000823016,0,0,1
5938,12.0307,-42.9738,-2.94441,1.17058,1.01915,0.994172,0.946226,0.645606,0.0847407,0.00021239,0,0,1
5939,176.504,-699.125,-42.2514,0.88332,1.03274,0.987614,1.00175,0.934883,-0.0883967,0.00174106,0,0,1
5940,5.46039,19.3769,1.23717,0.929856,0.961195,1.00652,0.988991,0.789898,-0.144094,-0.000924772,0,0,1
5941,9.18916,-32.6474,-1.50224,1.28499,1.00097,1.00453,1.01438,0.904818,0.0684168,0.000930881,0,0,1
5942,5.40619,-19.3313,-1.87602,1.03053,0.981051,1.00008,0.968052,1.23157,0.235066,-0.000451853,0,0,1
5943,13.423,-48.2876,-4.64594,1.00991,0.992486,0.989317,1.00643,1.22284,0.115968,-0.00050813,0,0,1
5944,2.80116,9.89068,0.753186,1.2718,0.968521,0.992235,0.991093,1.06047,-0.271607,-0.0021913,0,0,1
5945,18.943,-69.8603,-9.26529,0.786226,0.980098,0.994978,0.997936,0.910854,0.148524,-0.00147277,0,0,1
5946,114.458,-408.268,29.1152,0.827636,0.963937,1.00278,1.02329,0.946276,-0.0104708,0.000349268,0,0,1
5947,9.38978,33.4594,2.1231,1.09784,0.987586,0.99293,0.975737,0.670197,-0.0946788,-0.000445031,0,0,1
5948,14.5282,51.7428,2.08317,0.890811,1.00661,1.00504,1.01209,1.22934,-0.0400281,-0.000649027,0,0,1
5949,147.269,-569.268,-14.1573,1.13622,1.00419,0.992587,0.995134,0.652776,0.0787131,-0.00116116,0,0,1
5950,7.58229,27.0868,2.08359,1.19639,1.01707,0.993331,1.0048,1.14846,-0.139873,-0.000249514,0,0,1
5951,17.1997,61.2239,-0.255654,1.06924,1.0252,1.00756,0.99973,0.676583,0.00350535,-0.00120976,0,0,1
5952,10.8343,38.8225,3.22982,0.777678,0.995638,0.973964,0.968371,0.814741,-0.116232,0.000127481,0,0,1
5953,6.75648,-24.106,-1.81108,0.721439,0.987671,0.975519,1.0293,1.25696,0.151259,0.000362052,0,0,1
5954,13.471,48.0703,3.13455,1.09961,0.98972,1.00051,1.01625,0.81336,-0.0713546,-0.000206561,0,0,1
5955,3.50177,12.4946,1.23449,0.872862,1.00581,1.00068,0.977703,1.08706,-0.317912,-0.000212671,0,0,1
5956,7.8088,-27.8732,-2.17085,1.08431,0.987028,0.998726,1.02251,1.25157,0.138237,0.000106648,0,0,1
5957,5.88567,20.8302,1.12441,1.04627,0.982953,1.01006,1.02109,1.13938,-0.113467,-0.00125985,0,0,1
5958,10.5167,-38.0358,-4.332,0.978537,0.982661,1.00276,1.004,0.791813,0.177947,-0.00119034,0,0,1
5959,8.86915,31.999,3.50935,0.839506,1.00225,1.00893,0.971318,0.927674,-0.190085,0.00103934,0,0,1
5960,12.9119,-46.0753,-3.33615,0.783563,0.982526,0.998413,1.03166,0.996056,0.0836922,5.32177e-05,0,0,1
5961,3.83059,-13.5277,-0.604121,0.946514,0.985414,0.998588,1.00356,1.00404,0.127278,0.0028349,0,0,1
5962,8.32836,-29.6692,-1.79042,1.38314,0.996159,0.986412,0.995273,0.990871,0.100483,0.000650569,0,0,1
5963,3.40354,12.1481,1.07578,1.03717,1.0409,1.00859,1.01538,1.02767,-0.283139,-0.00109222,0,0,1
5964,18.9133,-67.4671,-3.60192,1.12763,1.00381,0.988393,0.993944,0.940446,0.0436853,0.000298676,0,0,1
5965,48.101,-173.312,-14.1318,0.915975,1.02202,0.996977,1.01228,1.11934,0.0294238,-8.6791e-05,0,0,1
5966,9.654,34.3209,0.626823,1.23187,1.01059,0.989113,0.948914,1.03487,-0.0258685,-0.00161979,0,0,1
5967,72.2329,272.04,37.7137,1.21109,1.01673,1.00377,1.00522,1.17723,-0.0599252,0.000720819,0,0,1
5968,18.5701,68.2921,8.78247,1.31551,1.00424,1.02092,1.02552,1.15966,-0.1366,0.00126846,0,0,1
5969,26.427,-93.8655,-1.91413,0.704686,1.00444,1.00824,1.01355,1.0644,0.0116501,0.000529363,0,0,1
5970,34.4355,122.866,-3.25728,1.10746,1.02428,0.99634,0.977096,1.02966,0.0117921,-0.0007887,0,0,1
5971,68.9202,-246.966,12.7121,1.12761,1.02815,0.984723,0.999455,1.3384,-0.0125742,0.000518566,0,0,1
5972,211.868,812.735,-93.8517,0.854963,0.989465,0.992245,0.992979,1.06729,0.0321834,-0.000685365,0,0,1
5973,8.34169,-29.6172,-1.97295,0.663415,0.980094,1.00804,1.01216,0.803981,0.108667,0.000401416,0,0,1
5974,6.41224,22.8109,1.25023,0.834488,1.02096,1.00545,1.00603,0.889194,-0.109769,-0.00119674,0,0,1
5975,8.87072,31.8523,3.00021,0.939283,0.998266,0.993213,1.05661,0.976125,-0.157425,0.000462717,0,0,1
5976,11.5631,41.1681,1.83739,1.1882,0.998937,0.99388,0.986931,1.29556,-0.0548289,-0.000751558,0,0,1
5977,10.3438,36.6766,1.68729,1.30301,0.981394,1.00588,0.953552,1.12509,-0.0609564,-0.000780617,0,0,1
5978,22.6589,82.637,8.96017,0.952265,1.01861,0.995716,1.00086,1.06491,-0.0867596,0.000587889,0,0,1
5979,26.5938,-96.1912,9.16189,1.17462,0.978799,1.00761,0.969323,0.898625,-0.0614463,0.00180835,0,0,1
5980,7.91178,-28.3511,-2.69524,0.783673,0.979353,1.00012,0.974678,1.03213,0.173282,-0.000531703,0,0,1
5981,17.6282,-63.0944,-4.60522,0.966255,1.00514,0.996071,0.967115,0.74696,0.0653604,-1.22578e-06,0,0,1
5982,8.12031,28.8586,0.974675,0.812982,1.01107,1.00466,0.980954,1.40595,-0.0550188,-0.00146043,0,0,1
5983,9.48221,-33.959,-2.896,0.731874,1.02045,1.00953,0.999194,1.14284,0.131464,-0.000169355,0,0,1
5984,4.77645,-17.0748,-1.58531,1.41348,1.02037,0.997991,1.02935,0.879387,0.242477,5.91754e-05,0,0,1
5985,4.16095,14.7229,0.741251,1.10116,1.00374,1.02063,1.02273,1.23374,-0.134874,-0.00225989,0,0,1
5986,9.87219,35.0537,1.40342,1.21764,0.945493,0.9967,0.965228,0.824697,-0.0545741,-0.000922969,0,0,1
5987,40.3258,153.665,19.5038,1.14667,1.02857,1.00708,1.04606,1.31887,-0.15735,0.00209728,0,0,1
5988,23.2103,-82.3622,1.0431,0.769362,0.987024,0.987268,0.970897,0.850751,-0.00821512,0.000985036,0,0,1
5989,6.44909,-22.8695,-1.17676,1.2108,0.951866,0.986394,0.987497,1.0083,0.102288,0.00116217,0,0,1
5990,5.87211,-20.7945,-0.705779,0.822897,0.994098,0.996106,0.998416,0.845995,0.0713036,0.00208537,0,0,1
5991,9.77474,34.6884,1.91618,0.791727,0.973288,0.989027,1.02521,1.1074,-0.0783228,-0.000620779,0,0,1
5992,7.21095,-26.1808,-3.35708,1.14665,0.996221,1.00768,1.01666,1.03694,0.27877,-0.00202325,0,0,1
5993,11.3917,-40.6944,-3.26792,1.04161,0.947752,1.00624,1.02393,1.15944,0.103974,-0.000171876,0,0,1
5994,114.569,-407.023,6.02268,0.862108,1.0062,1.00353,1.01937,0.954666,-0.00213411,0.00020738,0,0,1
5995,24.0148,-87.7545,-10.9411,1.09792,0.987187,1.01844,1.02794,1.11523,0.102515,-0.000941337,0,0,1
5996,3.60827,-12.8747,-1.28902,0.734488,1.00172,1.00395,1.02856,0.784962,0.31781,6.94659e-06,0,0,1
5997,21.5732,-78.3018,-7.66414,1.00332,1.02683,0.987915,0.986699,1.02843,0.0797818,-0.000413154,0,0,1
5998,32.3139,-117.508,-13.4971,1.06197,0.970048,0.997051,0.991534,1.42709,0.0689277,-0.00057523,0,0,1
5999,7.3206,26.1146,1.77574,1.24956,1.00585,0.996044,0.967607,0.957247,-0.125618,-0.000541901,0,0,1
6000,233.18,-864.978,-113.599,0.937259,1.01899,0.988176,1.04057,0.921944,0.0144964,-0.000156164,0,0,1
6001,4.70505,16.7703,1.31562,1.00406,1.0106,1.01264,0.992045,0.671334,-0.201737,-0.000678521,0,0,1
6002,9.8378,35.2213,-1.91223,1.11567,1.02288,1.00128,0.970795,0.966674,0.0775143,-0.00338764,0,0,1
6003,8.9565,-32.163,-3.11217,1.09196,0.998916,1.00019,1.00126,0.29945,0.161833,-0.000574443,0,0,1
6004,9.46764,-33.6183,-1.65949,1.05846,0.99483,1.00425,1.05248,0.996985,0.0715503,0.000803451,0,0,1
6005,3.54793,12.6677,1.31647,1.05668,0.984374,0.983839,1.05864,0.87968,-0.338001,0.000183765,0,0,1
6006,11.9166,-42.2902,-2.40213,0.972154,0.97815,1.00279,0.995673,0.93531,0.0680741,0.000421739,0,0,1
6007,15.3355,54.3486,0.933906,0.947011,0.990236,1.00081,1.03615,0.897018,-0.0158199,-0.000979789,0,0,1
6008,10.5138,37.7229,3.32777,1.01624,0.990587,1.00472,1.05364,0.934237,-0.125609,0.000314586,0,0,1
6009,15.383,-54.5709,1.69483,1.10797,0.989782,1.00905,1.01336,1.18283,-0.0289327,0.00174383,0,0,1
6010,13.0015,-46.1105,0.214045,0.923786,1.00085,1.00528,0.984514,1.18955,-0.0050139,0.00157431,0,0,1
6011,29.3517,106.156,10.5607,1.44081,0.983202,0.993568,1.01347,0.74105,-0.0596261,0.000353584,0,0,1
6012,14.2237,50.6763,2.88997,0.800853,0.976837,0.98042,0.984387,1.15319,-0.0592733,-0.00035412,0,0,1
6013,8.2519,29.3841,2.32494,1.14517,0.962905,0.989758,1.03411,1.31139,-0.133724,-1.98127e-05,0,0,1
6014,37.8457,-134.213,-0.651495,1.30656,0.988293,0.991404,1.05203,0.742691,0.00199799,0.00047893,0,0,1
6015,10.3275,36.9935,3.05704,0.742641,1.01137,1.00701,1.02124,0.926362,-0.118134,0.000123801,0,0,1
6016,11.0524,-39.2078,-1.06293,1.05654,0.993861,0.993199,0.993025,0.952128,0.0341804,0.00117494,0,0,1
6017,23.1943,82.7456,-2.39458,1.23498,1.01679,1.01037,1.00388,1.3215,0.0185737,-0.00116756,0,0,1
6018,17.5237,-62.5009,2.26334,1.14415,1.00692,0.995604,0.987547,1.25795,-0.0309806,0.00166973,0,0,1
6019,8.58164,-30.4676,0.0407742,1.03608,1.01188,1.00648,1.05194,1.07357,-0.00207019,0.00231182,0,0,1
6020,4.9582,17.7288,1.65903,1.1186,1.00703,1.0051,1.00188,0.910507,-0.238709,0.000120825,0,0,1
6021,7.38337,-26.3112,-1.99351,0.743005,0.990388,1.00638,1.00321,0.828236,0.139171,0.000214727,0,0,1
6022,16.758,60.4979,5.09255,1.08876,1.02408,0.984108,1.03069,0.661229,-0.0814579,0.000173935,0,0,1
6023,11.9556,42.4408,-0.403381,1.14937,1.00476,1.00916,1.01824,1.1152,0.0108899,-0.00180537,0,0,1
6024,10.8535,38.5305,2.12708,0.891124,0.982427,1.01333,1.00061,1.00702,-0.0706739,-0.000514851,0,0,1
6025,17.6779,64.6185,7.54082,1.19491,1.0147,1.00232,0.963828,0.758954,-0.120543,0.000919535,0,0,1
6026,45.9935,-170.122,-22.0118,0.973796,0.990536,1.00225,0.994179,1.23387,0.0649997,-0.000670705,0,0,1
6027,46.5254,176.275,22.1314,0.797192,0.974497,1.00555,0.970089,1.16222,-0.123686,0.00163377,0,0,1
6028,5.79504,20.7652,2.01608,1.16237,1.0133,0.996452,1.01391,0.924934,-0.223585,0.000369488,0,0,1
6029,6.06871,-21.5968,-1.33871,0.912156,1.00243,0.99778,0.997584,1.27319,0.131198,0.000981571,0,0,1
6030,8.39347,30.4933,3.57238,1.11552,1.01374,0.999403,1.0001,0.779237,-0.219504,0.00135053,0,0,1
6031,2.74416,-9.753,-1.04048,1.1033,0.971457,0.996445,0.951372,0.899333,0.398914,0.000199793,0,0,1
6032,41.7549,-150.309,12.1898,0.72511,0.991372,1.00666,1.0046,1.06624,-0.032995,0.00104623,0,0,1
6033,2.95333,-10.4942,-0.978134,1.16279,0.984635,0.994222,0.923805,0.874986,0.329478,0.0009713,0,0,1
6034,5.80044,20.6984,1.66249,1.07777,0.996628,0.992963,1.0035,0.89537,-0.180396,-0.000306735,0,0,1
6035,4.294,15.2507,1.10091,0.575485,0.998152,1.00976,0.971676,0.866732,-0.195149,-0.00114359,0,0,1
6036,71.2045,255.111,4.64803,0.952792,1.04337,0.996565,1.00233,0.935049,-0.0039322,-0.000217911,0,0,1
6037,8.09705,-28.7675,-1.8734,0.757511,0.983179,1.00041,0.980424,1.17763,0.109195,0.000492703,0,0,1
6038,19.5177,69.9689,-4.07786,0.939451,1.00008,0.989338,0.999787,1.0624,0.0461062,-0.00182711,0,0,1
6039,7.49955,26.6479,1.50461,1.0606,0.958758,1.01743,0.960658,0.6561,-0.0976954,-0.000746555,0,0,1
6040,5.90823,-21.1251,-1.92139,0.892473,1.01024,1.00719,0.999352,0.657046,0.204462,-0.000173199,0,0,1
6041,7.81667,27.8966,1.94681,0.834003,1.00409,0.998945,1.0184,1.12873,-0.122622,-0.00040941,0,0,1
6042,10.1186,-36.0821,-2.79786,0.910281,0.987055,1.0126,1.05125,0.681746,0.1101,-1.20731e-05,0,0,1
6043,45.267,-165.504,-18.7911,0.810326,0.998302,0.989756,1.00087,0.75621,0.0501199,-0.000410516,0,0,1
6044,48.6916,178.26,-20.5961,1.00614,0.991884,1.00578,1.00767,1.09438,0.0457258,-0.00121736,0,0,1
6045,12.8534,-45.7396,-2.51346,1.14327,0.985304,0.989735,0.948001,1.20892,0.0624945,0.000439268,0,0,1
6046,4.8897,-17.2842,-0.822834,1.41939,0.975014,1.00502,0.966829,1.21971,0.114893,0.00188025,0,0,1
6047,7.37546,-26.4852,-2.27156,1.01368,1.02796,0.991185,1.0102,0.801225,0.163469,-3.65425e-05,0,0,1
6048,8.5963,-30.7283,-2.03733,0.910176,1.02831,0.988138,1.01281,1.14389,0.108414,0.000511169,0,0,1
6049,93.2224,355.889,35.7764,1.21528,0.991564,0.999462,1.00943,1.07028,-0.0820598,0.00114144,0,0,1
6050,4.74076,16.9152,1.43368,1.12991,1.00183,0.998076,0.993604,0.782675,-0.220415,-0.000379812,0,0,1
6051,5.99025,-21.2667,-1.57495,1.28564,0.979209,1.01444,1.01845,1.18751,0.157646,0.000428122,0,0,1
6052,8.56362,-30.3786,-1.84861,1.04393,0.97284,0.99746,0.970479,1.11307,0.0969749,0.000554656,0,0,1
6053,32.5978,119.731,14.356,0.664425,1.0135,1.01256,1.00977,1.1835,-0.0728634,0.000631909,0,0,1
6054,5.83344,-21.1235,-2.48206,1.10702,1.02093,1.00152,1.01789,1.09759,0.285509,-0.00141538,0,0,1
6055,19.8184,-70.2291,-2.39514,1.06154,0.972711,0.983663,0.987914,1.09212,0.0257057,0.000531301,0,0,1
6056,3.78349,-13.4508,-1.0645,1.04489,1.00338,0.992425,1.01056,1.30033,0.237547,0.00118338,0,0,1
6057,16.7513,-60.3556,-5.8762,1.16688,0.981561,1.0005,1.03048,1.04144,0.096759,-0.00050169,0,0,1
6058,2.93142,10.4005,1.02213,1.22514,0.979663,1.00601,1.01659,0.816581,-0.348562,-0.000568088,0,0,1
6059,36.181,-128.88,3.9335,0.718677,1.03318,1.00522,0.985257,1.35239,-0.0132678,0.000785197,0,0,1
6060,6.75845,-24.0529,-1.36916,1.12594,1.00962,1.00698,1.0526,0.991465,0.109894,0.000998175,0,0,1
6061,11.3996,-40.9759,-2.86771,1.06491,1.0506,0.998355,1.00347,0.644819,0.0920377,0.000222607,0,0,1
6062,7.5394,-26.7708,-0.593385,0.889585,1.02758,1.01056,0.989519,1.01848,0.038323,0.00195495,0,0,1
6063,4.28325,15.3787,1.69958,1.06315,1.01589,0.999636,1.00557,0.728775,-0.319835,0.00077848,0,0,1
6064,6.93112,-24.8706,-2.46589,1.15865,1.01165,0.999929,1.00594,1.10308,0.201769,-0.000578062,0,0,1
6065,22.5989,81.0294,5.92454,0.864523,1.0024,0.993549,0.996539,0.734429,-0.0517971,1.46467e-05,0,0,1
6066,166.45,806.535,-348.38,1.13333,1.00647,1.00722,1.01985,0.783917,-0.118142,0.00188883,0,0,1
6067,4.15355,-14.7107,-0.989129,1.13923,0.987523,1.00923,1.05579,1.10646,0.184276,0.00142531,0,0,1
6068,7.27235,-26.1007,-2.59312,0.53811,1.00582,1.00936,1.00122,1.01078,0.195332,-0.000650792,0,0,1
6069,18.9957,-68.3459,-6.25797,0.696362,1.01697,1.00965,0.986522,1.09017,0.0792862,-0.00031917,0,0,1
6070,4.92109,-17.5307,-1.72042,0.721136,0.979817,1.02998,1.00117,1.09624,0.249712,-0.000508694,0,0,1
6071,3.17904,11.3156,1.06862,1.01829,1.01831,1.0025,1.00665,1.23822,-0.318188,-0.000840136,0,0,1
6072,11.1285,-39.9325,-4.04537,0.898517,0.966059,1.00845,0.995594,0.851957,0.141328,-0.000725307,0,0,1
6073,4.41192,-15.7371,-1.42711,0.972073,0.978541,0.980686,0.975001,1.09153,0.251913,0.000159698,0,0,1
6074,126.557,481.576,-61.7201,1.0456,0.967992,1.00938,0.9833,1.30225,0.0423741,-0.000926207,0,0,1
6075,8.09862,-28.7966,-1.35189,0.912546,1.02397,0.991929,1.01205,0.588496,0.0784499,0.00114056,0,0,1
6076,5.29694,19.0838,2.12498,0.949356,1.02224,1.00848,0.99755,1.03528,-0.280668,0.00102568,0,0,1
6077,3.96785,14.1787,1.2632,0.983332,1.01128,0.970814,0.952658,0.999797,-0.263383,-0.000694826,0,0,1
6078,8.75496,-31.4793,-3.15943,0.9517,0.991079,1.00955,0.98203,0.966782,0.171915,-0.000737002,0,0,1
6079,22.6982,82.4897,9.39976,1.08376,0.980735,1.0033,0.972819,0.95349,-0.0919852,0.000714708,0,0,1
6080,16.6562,-59.6726,-5.21418,1.24307,0.980968,1.01327,0.985386,0.954832,0.0827833,-0.000283257,0,0,1
6081,19.6215,-70.5198,-6.2683,1.17571,1.00579,1.00118,0.994795,0.998733,0.0747354,-0.000275235,0,0,1
6082,34.3368,-122.867,7.1384,1.03209,1.01161,0.992238,0.990739,1.3418,-0.0275249,0.00106678,0,0,1
6083,4.69321,-16.8285,-1.6122,0.769595,1.03036,1,0.99438,1.22072,0.254825,-4.3801e-05,0,0,1
6084,16.708,-59.1531,-0.321488,1.12618,0.978534,0.983817,0.96382,0.687759,0.00474723,0.00108119,0,0,1
6085,4.39078,15.5914,1.06578,1.18882,0.991093,0.998719,0.956474,0.973475,-0.181943,-0.00129844,0,0,1
6086,12.7079,-45.0499,-2.0047,1.30507,0.984885,1.02032,0.955798,0.877157,0.0492957,0.000617069,0,0,1
6087,5.50726,-19.6567,-1.76115,1.07653,0.978072,0.992189,0.970523,1.09287,0.211545,-9.93589e-05,0,0,1
6088,3.96285,-14.1078,-1.16414,1.2619,0.99548,0.996435,1.00566,0.720973,0.241134,0.000818869,0,0,1
6089,6.84735,24.592,2.28684,0.691367,1.02673,1.0024,1.0459,0.950565,-0.187776,0.000279354,0,0,1
6090,13.8018,49.1995,2.36041,1.14901,1.02872,1.00219,0.96252,1.01313,-0.050681,-0.000574508,0,0,1
6091,24.8432,88.5753,3.25116,0.871204,1.00573,1.00443,1.00565,1.20895,-0.0222142,-0.000399367,0,0,1
6092,14.0143,-50.423,-4.80707,0.870524,1.00705,1.00077,1.00308,0.849405,0.109478,-0.000461685,0,0,1
6093,122.022,450.269,-53.317,0.56987,1.022,1.00817,1.01277,0.922233,0.0193302,-0.000509642,0,0,1
6094,6.29649,-22.4771,-1.784,0.924146,0.989707,0.985838,1.05155,1.3618,0.168565,0.000247528,0,0,1
6095,839.058,6978.37,2514.73,1.03431,1.02609,1.01012,0.959222,1.07728,0.0130128,-0.000230624,0,0,1
6096,3.3171,-11.7319,-0.731687,1.09642,0.977246,0.979931,1.04214,1.01334,0.199524,0.00249518,0,0,1
6097,15.7504,-56.3029,-4.47125,0.845818,0.97956,1.00327,1.00642,0.644967,0.0779552,-0.000125322,0,0,1
6098,7.63069,-27.5605,-3.21979,0.850341,0.994944,1.00777,1.05028,1.11686,0.23398,-0.00143318,0,0,1
6099,7.11838,26.118,3.61438,1.05704,1.00762,0.997814,0.992519,0.767575,-0.323975,0.00266455,0,0,1
6100,6.33375,22.5509,1.84034,1.20342,0.968899,1.02451,1.02328,1.12598,-0.167986,-1.60382e-05,0,0,1
6101,7.24125,25.8278,2.00148,0.921589,0.983138,0.994366,1.00475,1.14301,-0.145437,-0.000182671,0,0,1
6102,10.0142,35.4309,0.276713,1.20952,0.994212,1.01378,1.0218,1.13283,-0.0103446,-0.0017156,0,0,1
6103,5.36178,19.165,1.73725,1.02047,1.00355,1.00761,0.988813,1.08956,-0.217848,8.96962e-05,0,0,1
6104,27.4634,-102.298,-13.7632,1.12142,1.02776,1.00385,1.0025,1.06617,0.113133,-0.00116836,0,0,1
6105,2.91175,-10.3312,-0.863371,0.861565,0.993619,0.998212,1.01602,0.986046,0.294253,0.00168036,0,0,1
6106,5.52965,19.6795,1.26236,1.01287,1.00758,1.004,1.074,1.25308,-0.14498,-0.00105172,0,0,1
6107,223.386,-906.484,-118.833,1.12895,0.994911,0.999908,1.00885,0.771395,-0.0747165,0.00145477,0,0,1
6108,23.5589,83.6315,0.470714,0.905252,0.972766,1.00553,1.01507,1.14939,-0.00343938,-0.00073553,0,0,1
6109,3.7208,13.2123,0.923768,1.15204,1.00736,1.00397,1.00309,0.965013,-0.20864,-0.00169537,0,0,1
6110,18.656,66.736,5.52424,1.06823,0.975726,1.01295,1.01003,1.2748,-0.0690609,0.000177793,0,0,1
6111,21.3422,-75.8621,1.2895,1.08865,1.00433,1.00406,1.02248,0.918666,-0.0118672,0.00111832,0,0,1
6112,7.54418,-26.8263,-1.90567,1.01537,0.996844,1.02309,1.01295,0.940293,0.125674,0.000346997,0,0,1
6113,5.26201,-18.8023,-1.6878,0.916772,1.00887,1.01606,1.00497,1.13891,0.217813,-4.36865e-05,0,0,1
6114,7.15116,-25.4022,-1.58905,0.753354,1.0027,1.02277,0.950889,1.35586,0.114275,0.000692097,0,0,1
6115,7.89625,-28.1081,-1.5918,1.38852,1.01094,0.999616,0.980379,1.13067,0.0973404,0.000825774,0,0,1
6116,27.8909,101.043,10.4913,0.85968,1.00413,1.00497,1.0028,0.879249,-0.0655965,0.000415091,0,0,1
6117,14.2165,51.9243,6.43494,1.16888,0.995087,1.0028,1.04348,0.783822,-0.158008,0.00130101,0,0,1
6118,5.55538,19.7455,1.36165,1.17789,0.956692,1.00902,1.01035,1.0923,-0.15429,-0.000666178,0,0,1
6119,3.20926,11.3625,1.00173,0.98937,0.971567,1.00244,0.943461,1.29079,-0.293032,-0.000907894,0,0,1
6120,6.63681,-23.9307,-2.67084,0.834205,1.0055,0.992781,1.05961,1.07553,0.243189,-0.00113009,0,0,1
6121,3.29078,11.7191,1.21137,0.942384,0.952028,1.01493,1.00053,0.976939,-0.347681,0.000366846,0,0,1
6122,13.3274,-47.2167,-0.802177,1.17629,0.968432,0.99723,0.9543,0.883321,0.0179855,0.00110401,0,0,1
6123,7.31862,25.8903,0.801867,0.64957,0.984477,0.997772,0.977401,0.659591,-0.0542316,-0.00168869,0,0,1
6124,31.0127,111.632,9.2044,0.959137,1.01791,1.00087,1.01024,0.706689,-0.0440583,0.000113444,0,0,1
6125,4.67867,-16.7022,-1.65269,0.983113,0.9723,0.992653,0.971213,0.879118,0.265786,-0.000415117,0,0,1
6126,18.6041,66.2095,-1.90593,0.930829,0.986305,0.985002,0.979774,0.86787,0.0227163,-0.00145085,0,0,1
6127,23.2876,85.7861,10.9698,0.759296,0.984552,0.987043,1.04805,0.95407,-0.113888,0.00107405,0,0,1
6128,28.025,104.639,14.5311,0.983629,0.975425,1.00624,1.01911,0.8806,-0.12694,0.00144258,0,0,1
6129,7.7595,-27.7923,-2.52908,1.24855,0.994849,1.01443,1.07912,0.958298,0.166027,-0.000372204,0,0,1
6130,4.95411,-17.8128,-1.72275,1.03665,1.02972,0.984891,1.01238,1.0152,0.25149,-0.000133777,0,0,1
6131,3.22015,-11.4109,-1.03658,0.999444,0.978691,1.00664,1.00943,0.791429,0.301836,0.000753793,0,0,1
6132,19.3943,69.4074,4.60021,0.670378,0.997233,0.998441,1.05499,0.746701,-0.0529725,-9.55629e-05,0,0,1
6133,5.82432,20.8676,1.83343,0.720537,1.02997,1.00192,1.00013,0.868778,-0.197603,-7.54179e-05,0,0,1
6134,9.91859,35.2529,0.980244,0.853915,1.00976,1.00284,0.960291,1.32111,-0.0382442,-0.00131352,0,0,1
6135,6.91138,-24.444,-0.805215,0.651117,0.984664,0.994599,1.03905,0.816219,0.0608204,0.00174334,0,0,1
6136,21.4253,-77.5575,-8.35654,0.9291,0.994936,1.00104,1.02425,1.02595,0.0893289,-0.000608142,0,0,1
6137,103.74,709.279,-309.705,1.38063,0.98915,1.01107,0.96948,0.98249,-0.104065,0.0017784,0,0,1
6138,5.90337,-21.0546,-1.71611,0.89485,0.991212,1.00032,1.01306,0.98936,0.180289,0.00019925,0,0,1
6139,400.715,1603.33,127.278,0.924754,1.00086,1.00059,0.950883,0.925097,0.038647,-0.000758393,0,0,1
6140,7.96557,28.3662,1.60172,0.886604,1.02083,0.999422,0.989609,1.51322,-0.0958754,-0.000853236,0,0,1
6141,11.854,-42.7136,-4.3832,1.40684,0.993056,0.998844,1.00411,1.1439,0.139451,-0.000728604,0,0,1
6142,221.43,873.29,20.3566,1.12636,1.02862,0.979465,1.0032,1.08934,0.065026,-0.00129077,0,0,1
6143,22.6419,-85.0074,-12.0364,0.960844,0.97987,0.99462,0.999292,1.01738,0.187068,-0.00225148,0,0,1
6144,2.71018,9.63294,0.932448,0.691512,1.00075,0.987378,1.02271,0.720013,-0.360682,-0.00123108,0,0,1
6145,7.45207,26.5018,1.66976,1.39031,0.986596,0.995957,1.04704,1.33856,-0.112705,-0.000661351,0,0,1
6146,9.52863,-34.4775,-3.5246,0.685847,1.01368,0.977648,1.03265,1.09195,0.168385,-0.00072012,0,0,1
6147,8.77936,-31.3735,-2.03808,1.23764,1.0298,0.990459,1.05545,0.898308,0.10413,0.000530599,0,0,1
6148,16.727,62.2051,8.78773,1.12903,0.994625,1.00214,1.02213,1.17288,-0.188768,0.00199719,0,0,1
6149,297.804,1140.28,98.5371,0.875461,0.990407,1.00925,0.97968,1.36165,-0.0283882,0.000402384,0,0,1
6150,5.39681,-19.0823,-0.567054,0.908557,0.990949,0.997307,1.03618,1.13307,0.0661555,0.00244745,0,0,1
6151,7.8899,-28.3582,-2.88193,1.13284,1.00753,0.99756,0.982242,1.25703,0.189169,-0.000710685,0,0,1
6152,4.65703,16.5493,1.30333,0.811966,0.999592,1.02391,1.01902,1.50013,-0.201412,-0.000620723,0,0,1
6153,7.42044,26.4986,2.00113,0.977205,1.02263,1.00133,0.985392,0.873707,-0.138789,-0.000310853,0,0,1
6154,5.20813,18.5496,1.34083,0.734917,1.0122,0.996257,0.997837,0.855401,-0.172814,-0.000856669,0,0,1
6155,180.362,-710.65,39.8149,0.850319,1.00045,0.996925,1.01487,0.853225,0.0812041,-0.00123295,0,0,1
6156,11.6474,-41.6313,-2.98348,1.06475,0.995083,0.985784,0.951802,1.26842,0.0922715,0.000118341,0,0,1
6157,6.42322,-22.9105,-1.68547,0.893788,1.01016,1.00099,0.998378,0.636967,0.151491,0.00047323,0,0,1
6158,4.2846,15.3005,1.53926,0.911799,0.989319,1.01402,1.02951,1.15668,-0.284637,0.000403001,0,0,1
6159,20.0799,71.2701,1.98352,0.859046,0.980137,0.985619,1.02769,0.951683,-0.020337,-0.000615612,0,0,1
